params,mean_test_score,rank_test_score
"{'alpha': np.float64(0.9029057401189262), 'colsample_bytree': np.float64(0.8665852190107343), 'learning_rate': np.float64(0.052891288160939735), 'max_depth': 9, 'min_child_samples': 21, 'n_estimators': 494, 'num_leaves': 67, 'objective': 'huber', 'reg_alpha': np.float64(0.6379542626847388), 'reg_lambda': np.float64(0.8336431341439584), 'subsample': np.float64(0.7997727079467342), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5280204036791463)}",-1.6095150976638308,112
"{'alpha': np.float64(0.7472882911527576), 'colsample_bytree': np.float64(0.986328864461288), 'learning_rate': np.float64(0.01826681023419696), 'max_depth': 8, 'min_child_samples': 165, 'n_estimators': 1901, 'num_leaves': 143, 'objective': 'poisson', 'reg_alpha': np.float64(0.01768780961325722), 'reg_lambda': np.float64(0.602553163842865), 'subsample': np.float64(0.7459192876578118), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4091686729273178)}",-1.6108243120472552,113
"{'alpha': np.float64(0.6685430534813132), 'colsample_bytree': np.float64(0.9802857225639665), 'learning_rate': np.float64(0.044803926826840625), 'max_depth': 9, 'min_child_samples': 122, 'n_estimators': 2219, 'num_leaves': 84, 'objective': 'huber', 'reg_alpha': np.float64(0.8661761457749352), 'reg_lambda': np.float64(0.6011150117432088), 'subsample': np.float64(0.8832290311184181), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.116467595436642)}",-1.612065013453332,114
"{'alpha': np.float64(0.6762335632431602), 'colsample_bytree': np.float64(0.6497750229187426), 'learning_rate': np.float64(0.08775977784282235), 'max_depth': 9, 'min_child_samples': 80, 'n_estimators': 988, 'num_leaves': 133, 'objective': 'huber', 'reg_alpha': np.float64(0.9037239671752705), 'reg_lambda': np.float64(0.9891849098133589), 'subsample': np.float64(0.8973411291574496), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1519891275863152)}",-1.6131768363764445,115
"{'alpha': np.float64(0.7490205572570183), 'colsample_bytree': np.float64(0.8566527635309418), 'learning_rate': np.float64(0.04117417553174027), 'max_depth': 10, 'min_child_samples': 46, 'n_estimators': 122, 'num_leaves': 105, 'objective': 'regression', 'reg_alpha': np.float64(0.5257562195591349), 'reg_lambda': np.float64(0.24952436683824863), 'subsample': np.float64(0.6008074070992936), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2392653402491436)}",-1.615045312803985,116
"{'alpha': np.float64(0.8812722504748367), 'colsample_bytree': np.float64(0.9608945613848953), 'learning_rate': np.float64(0.06925258239683044), 'max_depth': 8, 'min_child_samples': 135, 'n_estimators': 1339, 'num_leaves': 68, 'objective': 'huber', 'reg_alpha': np.float64(0.7517721730390933), 'reg_lambda': np.float64(0.22869440940036478), 'subsample': np.float64(0.982528037355011), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2185423425839566)}",-1.615586546089651,117
"{'alpha': np.float64(0.7878225025299568), 'colsample_bytree': np.float64(0.8705705449353569), 'learning_rate': np.float64(0.0074183465563787045), 'max_depth': 8, 'min_child_samples': 169, 'n_estimators': 2173, 'num_leaves': 76, 'objective': 'tweedie', 'reg_alpha': np.float64(0.9505310525862035), 'reg_lambda': np.float64(0.6006510665483559), 'subsample': np.float64(0.8974375664706239), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5050128475961624)}",-1.615852538851188,118
"{'alpha': np.float64(0.5750288419970224), 'colsample_bytree': np.float64(0.9514516461493753), 'learning_rate': np.float64(0.022056215828105703), 'max_depth': 11, 'min_child_samples': 174, 'n_estimators': 469, 'num_leaves': 47, 'objective': 'regression', 'reg_alpha': np.float64(0.31172206779554823), 'reg_lambda': np.float64(0.24848913981446574), 'subsample': np.float64(0.8975785170290708), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1268259477886235)}",-1.615987083141189,119
"{'alpha': np.float64(0.6220163464250832), 'colsample_bytree': np.float64(0.8371247966613691), 'learning_rate': np.float64(0.03835677170838528), 'max_depth': 14, 'min_child_samples': 22, 'n_estimators': 391, 'num_leaves': 79, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.9941393612211675), 'reg_lambda': np.float64(0.6618391898493786), 'subsample': np.float64(0.82311336694801), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6845204081913971)}",-1.6166631700246707,120
"{'alpha': np.float64(0.5526797186408758), 'colsample_bytree': np.float64(0.7796338980043787), 'learning_rate': np.float64(0.03129941522354809), 'max_depth': 10, 'min_child_samples': 198, 'n_estimators': 609, 'num_leaves': 132, 'objective': 'tweedie', 'reg_alpha': np.float64(0.7011395944174736), 'reg_lambda': np.float64(0.6801118854469727), 'subsample': np.float64(0.7632606763466793), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.112315913353047)}",-1.618990462600081,121
"{'alpha': np.float64(0.7933825667761703), 'colsample_bytree': np.float64(0.689707723784224), 'learning_rate': np.float64(0.04222177952434265), 'max_depth': 5, 'min_child_samples': 161, 'n_estimators': 1350, 'num_leaves': 57, 'objective': 'tweedie', 'reg_alpha': np.float64(0.3664687845828599), 'reg_lambda': np.float64(0.7441705230565623), 'subsample': np.float64(0.8883759697008518), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3464486334819115)}",-1.6199546214045868,122
"{'alpha': np.float64(0.7983689020252215), 'colsample_bytree': np.float64(0.6007519534099642), 'learning_rate': np.float64(0.008531749327991127), 'max_depth': 14, 'min_child_samples': 57, 'n_estimators': 1845, 'num_leaves': 66, 'objective': 'poisson', 'reg_alpha': np.float64(0.09299063982313216), 'reg_lambda': np.float64(0.5882022669483905), 'subsample': np.float64(0.7923891559544495), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.613860420724182)}",-1.621547661309064,123
"{'alpha': np.float64(0.5005565058917343), 'colsample_bytree': np.float64(0.720341243341302), 'learning_rate': np.float64(0.09453398382440804), 'max_depth': 7, 'min_child_samples': 163, 'n_estimators': 286, 'num_leaves': 32, 'objective': 'tweedie', 'reg_alpha': np.float64(0.9741646286280156), 'reg_lambda': np.float64(0.02002635592582447), 'subsample': np.float64(0.8948720900028972), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7148798438308068)}",-1.622043456961609,124
"{'alpha': np.float64(0.7864207929721193), 'colsample_bytree': np.float64(0.6595998944596974), 'learning_rate': np.float64(0.04015379729643544), 'max_depth': 14, 'min_child_samples': 136, 'n_estimators': 917, 'num_leaves': 28, 'objective': 'poisson', 'reg_alpha': np.float64(0.14745252670628395), 'reg_lambda': np.float64(0.32819275360931155), 'subsample': np.float64(0.7736077464695501), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1708803437436939)}",-1.622569138165808,125
"{'alpha': np.float64(0.8881882120171305), 'colsample_bytree': np.float64(0.671702244763116), 'learning_rate': np.float64(0.0549286000913367), 'max_depth': 7, 'min_child_samples': 166, 'n_estimators': 2813, 'num_leaves': 89, 'objective': 'huber', 'reg_alpha': np.float64(0.879341020176528), 'reg_lambda': np.float64(0.8087899845635385), 'subsample': np.float64(0.8708609649830694), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6000233488681648)}",-1.6233503097266806,126
"{'alpha': np.float64(0.8107521046005383), 'colsample_bytree': np.float64(0.8085202669654278), 'learning_rate': np.float64(0.006483000957552928), 'max_depth': 12, 'min_child_samples': 102, 'n_estimators': 1849, 'num_leaves': 90, 'objective': 'poisson', 'reg_alpha': np.float64(0.6922765645178525), 'reg_lambda': np.float64(0.8491956515653193), 'subsample': np.float64(0.6998672035436744), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4915399709145125)}",-1.6237956385314292,127
"{'alpha': np.float64(0.8611635558109159), 'colsample_bytree': np.float64(0.8288194573477203), 'learning_rate': np.float64(0.023225554619421655), 'max_depth': 10, 'min_child_samples': 145, 'n_estimators': 2330, 'num_leaves': 18, 'objective': 'poisson', 'reg_alpha': np.float64(0.28456230176289754), 'reg_lambda': np.float64(0.8182066687482475), 'subsample': np.float64(0.8126397858417723), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8038901418889282)}",-1.623938682755964,128
"{'alpha': np.float64(0.5472185802881787), 'colsample_bytree': np.float64(0.696818006345011), 'learning_rate': np.float64(0.09608323875969897), 'max_depth': 10, 'min_child_samples': 105, 'n_estimators': 2189, 'num_leaves': 106, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.5342422059764451), 'reg_lambda': np.float64(0.8825334858196), 'subsample': np.float64(0.6330034137761685), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.759611237517467)}",-1.62410360624408,129
"{'alpha': np.float64(0.7870446916986353), 'colsample_bytree': np.float64(0.8963925001098314), 'learning_rate': np.float64(0.02446272724918247), 'max_depth': 7, 'min_child_samples': 163, 'n_estimators': 2393, 'num_leaves': 11, 'objective': 'regression', 'reg_alpha': np.float64(0.6948823736759592), 'reg_lambda': np.float64(0.5324926994371466), 'subsample': np.float64(0.7795412286698833), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.167513904435634)}",-1.6252276760448896,130
"{'alpha': np.float64(0.5375994518798104), 'colsample_bytree': np.float64(0.6076515865749148), 'learning_rate': np.float64(0.008215109457079655), 'max_depth': 14, 'min_child_samples': 141, 'n_estimators': 1723, 'num_leaves': 124, 'objective': 'tweedie', 'reg_alpha': np.float64(0.11841503917593188), 'reg_lambda': np.float64(0.21189433044010908), 'subsample': np.float64(0.7244009978930721), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2335448566540013)}",-1.6254737611147387,131
"{'alpha': np.float64(0.6197756056319919), 'colsample_bytree': np.float64(0.6088107684895268), 'learning_rate': np.float64(0.028694951643706917), 'max_depth': 11, 'min_child_samples': 84, 'n_estimators': 1743, 'num_leaves': 22, 'objective': 'poisson', 'reg_alpha': np.float64(0.21462807325880284), 'reg_lambda': np.float64(0.4161214280710923), 'subsample': np.float64(0.9038445714799186), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2502742820302193)}",-1.6262610794238483,132
"{'alpha': np.float64(0.6836535755716654), 'colsample_bytree': np.float64(0.9542479056967093), 'learning_rate': np.float64(0.009720064792277954), 'max_depth': 14, 'min_child_samples': 143, 'n_estimators': 1217, 'num_leaves': 34, 'objective': 'tweedie', 'reg_alpha': np.float64(0.6972754190538569), 'reg_lambda': np.float64(0.752638294071836), 'subsample': np.float64(0.7860220993202578), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.799336545725621)}",-1.6269539984787458,133
"{'alpha': np.float64(0.7762701131420278), 'colsample_bytree': np.float64(0.6266608162242759), 'learning_rate': np.float64(0.023628404165113873), 'max_depth': 7, 'min_child_samples': 88, 'n_estimators': 1489, 'num_leaves': 96, 'objective': 'poisson', 'reg_alpha': np.float64(0.04783082039410547), 'reg_lambda': np.float64(0.038021848237454914), 'subsample': np.float64(0.8984829029927355), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6272284273629447)}",-1.6269923779393018,134
"{'alpha': np.float64(0.8562105696766318), 'colsample_bytree': np.float64(0.9158472571178216), 'learning_rate': np.float64(0.006571006248803336), 'max_depth': 14, 'min_child_samples': 186, 'n_estimators': 2495, 'num_leaves': 131, 'objective': 'poisson', 'reg_alpha': np.float64(0.7370355567910089), 'reg_lambda': np.float64(0.5459157701649889), 'subsample': np.float64(0.8823325935514779), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.874921555179308)}",-1.6275744460404418,135
"{'alpha': np.float64(0.718706976339893), 'colsample_bytree': np.float64(0.9681188724877631), 'learning_rate': np.float64(0.023796055745525176), 'max_depth': 6, 'min_child_samples': 30, 'n_estimators': 571, 'num_leaves': 24, 'objective': 'regression', 'reg_alpha': np.float64(0.9280836403260497), 'reg_lambda': np.float64(0.22461561184385193), 'subsample': np.float64(0.7488668095350053), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4456615063553568)}",-1.6292099790414607,136
"{'alpha': np.float64(0.6431501991281537), 'colsample_bytree': np.float64(0.9465754670110582), 'learning_rate': np.float64(0.09802371450997362), 'max_depth': 13, 'min_child_samples': 96, 'n_estimators': 538, 'num_leaves': 77, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.404140321651033), 'reg_lambda': np.float64(0.3270331615632387), 'subsample': np.float64(0.8670373542254339), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.746276753553007)}",-1.6300416952067702,137
"{'alpha': np.float64(0.5147810016095472), 'colsample_bytree': np.float64(0.9650997851516515), 'learning_rate': np.float64(0.010517682392581669), 'max_depth': 13, 'min_child_samples': 199, 'n_estimators': 759, 'num_leaves': 97, 'objective': 'regression', 'reg_alpha': np.float64(0.3623938991166331), 'reg_lambda': np.float64(0.5805883502780435), 'subsample': np.float64(0.8529057151678121), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.110475565270667)}",-1.6307403534700473,138
"{'alpha': np.float64(0.7586507994189868), 'colsample_bytree': np.float64(0.611867289225896), 'learning_rate': np.float64(0.03781916657601298), 'max_depth': 7, 'min_child_samples': 158, 'n_estimators': 1406, 'num_leaves': 136, 'objective': 'poisson', 'reg_alpha': np.float64(0.3945760755976464), 'reg_lambda': np.float64(0.42182817853883137), 'subsample': np.float64(0.7644084301062183), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.826088802045244)}",-1.6311335052150882,139
"{'alpha': np.float64(0.8639975577363477), 'colsample_bytree': np.float64(0.6305667437752206), 'learning_rate': np.float64(0.011546112373361056), 'max_depth': 6, 'min_child_samples': 77, 'n_estimators': 2329, 'num_leaves': 30, 'objective': 'tweedie', 'reg_alpha': np.float64(0.6372014768082804), 'reg_lambda': np.float64(0.6593539222057827), 'subsample': np.float64(0.9580470962826145), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.609335745733766)}",-1.6323832629101571,140
"{'alpha': np.float64(0.5993354698037517), 'colsample_bytree': np.float64(0.8936119050357225), 'learning_rate': np.float64(0.0491055736040417), 'max_depth': 10, 'min_child_samples': 112, 'n_estimators': 1799, 'num_leaves': 76, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.13443512940812186), 'reg_lambda': np.float64(0.29939558837168123), 'subsample': np.float64(0.7434862101668054), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7435497661436041)}",-1.6334974376037017,141
"{'alpha': np.float64(0.62683464864803), 'colsample_bytree': np.float64(0.6472659310486625), 'learning_rate': np.float64(0.04031307769613256), 'max_depth': 12, 'min_child_samples': 183, 'n_estimators': 778, 'num_leaves': 30, 'objective': 'poisson', 'reg_alpha': np.float64(0.2820345725713065), 'reg_lambda': np.float64(0.17743954377972282), 'subsample': np.float64(0.9002459006563434), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7454677914138115)}",-1.6338578698481845,142
"{'alpha': np.float64(0.7623167255619184), 'colsample_bytree': np.float64(0.7012406156718435), 'learning_rate': np.float64(0.01926479022130058), 'max_depth': 5, 'min_child_samples': 157, 'n_estimators': 2143, 'num_leaves': 115, 'objective': 'regression', 'reg_alpha': np.float64(0.498040393056869), 'reg_lambda': np.float64(0.7428249749063163), 'subsample': np.float64(0.7308178576607272), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8120456203722022)}",-1.6339355418076675,143
"{'alpha': np.float64(0.7441431037497047), 'colsample_bytree': np.float64(0.803525630735504), 'learning_rate': np.float64(0.0336401425781926), 'max_depth': 10, 'min_child_samples': 177, 'n_estimators': 2135, 'num_leaves': 118, 'objective': 'huber', 'reg_alpha': np.float64(0.8920465551771133), 'reg_lambda': np.float64(0.6311386259972629), 'subsample': np.float64(0.9179245214166594), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5021096744841538)}",-1.6347012282108644,144
"{'alpha': np.float64(0.7848078488052954), 'colsample_bytree': np.float64(0.6276118163551399), 'learning_rate': np.float64(0.005085590638620413), 'max_depth': 12, 'min_child_samples': 152, 'n_estimators': 2285, 'num_leaves': 137, 'objective': 'regression', 'reg_alpha': np.float64(0.7661159327955862), 'reg_lambda': np.float64(0.8459214396777321), 'subsample': np.float64(0.8454416456949834), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1708837711757434)}",-1.6347934753720983,145
"{'alpha': np.float64(0.9476860878766947), 'colsample_bytree': np.float64(0.818152448487321), 'learning_rate': np.float64(0.006512130074328958), 'max_depth': 8, 'min_child_samples': 164, 'n_estimators': 2206, 'num_leaves': 31, 'objective': 'tweedie', 'reg_alpha': np.float64(0.9801089924137669), 'reg_lambda': np.float64(0.47787844802224244), 'subsample': np.float64(0.8129030124595904), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2346695647353043)}",-1.6359537672674134,146
"{'alpha': np.float64(0.7354983340376335), 'colsample_bytree': np.float64(0.7148551832338302), 'learning_rate': np.float64(0.053764719665783264), 'max_depth': 8, 'min_child_samples': 104, 'n_estimators': 2664, 'num_leaves': 146, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.157954822835348), 'reg_lambda': np.float64(0.6958991181688025), 'subsample': np.float64(0.9173045401753017), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3534093416540214)}",-1.6360906316976216,147
"{'alpha': np.float64(0.6270939044089303), 'colsample_bytree': np.float64(0.7562913462454453), 'learning_rate': np.float64(0.054656238537662306), 'max_depth': 11, 'min_child_samples': 199, 'n_estimators': 1864, 'num_leaves': 98, 'objective': 'huber', 'reg_alpha': np.float64(0.38042000750756233), 'reg_lambda': np.float64(0.7756118509253275), 'subsample': np.float64(0.9857906615603247), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2630131673021514)}",-1.6377051358097172,148
"{'alpha': np.float64(0.8551817817438585), 'colsample_bytree': np.float64(0.7231183326722983), 'learning_rate': np.float64(0.07723891767324606), 'max_depth': 9, 'min_child_samples': 55, 'n_estimators': 671, 'num_leaves': 115, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.9411208125336735), 'reg_lambda': np.float64(0.8763194331423115), 'subsample': np.float64(0.6410271850334359), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.414184594617133)}",-1.6387683613686057,149
"{'alpha': np.float64(0.7596067480818616), 'colsample_bytree': np.float64(0.7970070775275455), 'learning_rate': np.float64(0.008974019066288516), 'max_depth': 7, 'min_child_samples': 23, 'n_estimators': 596, 'num_leaves': 58, 'objective': 'regression', 'reg_alpha': np.float64(0.994550510797341), 'reg_lambda': np.float64(0.46994451399094295), 'subsample': np.float64(0.7118241367187035), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8067952178130073)}",-1.6389466325857145,150
"{'alpha': np.float64(0.7176897238695857), 'colsample_bytree': np.float64(0.7079644889568779), 'learning_rate': np.float64(0.025195422919812416), 'max_depth': 7, 'min_child_samples': 100, 'n_estimators': 414, 'num_leaves': 82, 'objective': 'regression', 'reg_alpha': np.float64(0.3515401611342188), 'reg_lambda': np.float64(0.41279355060675227), 'subsample': np.float64(0.8819702198755812), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5786288466145237)}",-1.642116606831308,151
"{'alpha': np.float64(0.5866695625035336), 'colsample_bytree': np.float64(0.6461128084989137), 'learning_rate': np.float64(0.017688698343341493), 'max_depth': 6, 'min_child_samples': 135, 'n_estimators': 984, 'num_leaves': 112, 'objective': 'regression', 'reg_alpha': np.float64(0.6501673504432282), 'reg_lambda': np.float64(0.36469724945730586), 'subsample': np.float64(0.8242708776014056), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4848495070752692)}",-1.6431042771914297,152
"{'alpha': np.float64(0.8057974672102588), 'colsample_bytree': np.float64(0.689956086726365), 'learning_rate': np.float64(0.018205774867273285), 'max_depth': 12, 'min_child_samples': 198, 'n_estimators': 710, 'num_leaves': 108, 'objective': 'tweedie', 'reg_alpha': np.float64(0.7587762537573252), 'reg_lambda': np.float64(0.28249606597285226), 'subsample': np.float64(0.741220156640121), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8152754420266008)}",-1.6466204911127362,153
"{'alpha': np.float64(0.734076451539838), 'colsample_bytree': np.float64(0.6571503845357647), 'learning_rate': np.float64(0.05101743302689822), 'max_depth': 6, 'min_child_samples': 31, 'n_estimators': 2000, 'num_leaves': 43, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.8237780901011652), 'reg_lambda': np.float64(0.7217215527171793), 'subsample': np.float64(0.708618818964497), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4219573099469351)}",-1.6468589616055318,154
"{'alpha': np.float64(0.5065450995505468), 'colsample_bytree': np.float64(0.7402350235226388), 'learning_rate': np.float64(0.02927322763393949), 'max_depth': 7, 'min_child_samples': 71, 'n_estimators': 298, 'num_leaves': 88, 'objective': 'tweedie', 'reg_alpha': np.float64(0.29795945154195047), 'reg_lambda': np.float64(0.5236022760150112), 'subsample': np.float64(0.8790567485973853), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.737177420539102)}",-1.6472819029132215,155
"{'alpha': np.float64(0.7615874377520521), 'colsample_bytree': np.float64(0.9452554087956015), 'learning_rate': np.float64(0.06987868609807776), 'max_depth': 5, 'min_child_samples': 90, 'n_estimators': 266, 'num_leaves': 54, 'objective': 'tweedie', 'reg_alpha': np.float64(0.35021824670031354), 'reg_lambda': np.float64(0.7081811955831998), 'subsample': np.float64(0.7926667951856461), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4023900720978038)}",-1.649096802810026,156
"{'alpha': np.float64(0.5272830167299107), 'colsample_bytree': np.float64(0.8759998949235773), 'learning_rate': np.float64(0.03951903457518585), 'max_depth': 6, 'min_child_samples': 24, 'n_estimators': 1893, 'num_leaves': 114, 'objective': 'huber', 'reg_alpha': np.float64(0.04456382344867915), 'reg_lambda': np.float64(0.4156421866859057), 'subsample': np.float64(0.7207666800310008), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7088706448191004)}",-1.6506426869699742,157
"{'alpha': np.float64(0.5360810063368565), 'colsample_bytree': np.float64(0.7419085167343937), 'learning_rate': np.float64(0.08398145658782465), 'max_depth': 13, 'min_child_samples': 70, 'n_estimators': 1916, 'num_leaves': 19, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.138871326396517), 'reg_lambda': np.float64(0.11573760667870536), 'subsample': np.float64(0.6617286261132317), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2374787850616757)}",-1.653410342273124,158
"{'alpha': np.float64(0.7770839098740092), 'colsample_bytree': np.float64(0.7316069751258649), 'learning_rate': np.float64(0.02044992223595496), 'max_depth': 12, 'min_child_samples': 138, 'n_estimators': 2406, 'num_leaves': 41, 'objective': 'huber', 'reg_alpha': np.float64(0.16167254414680265), 'reg_lambda': np.float64(0.0208611392915381), 'subsample': np.float64(0.861305207694932), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3658517002840873)}",-1.6545448791831987,159
"{'alpha': np.float64(0.5237077261897529), 'colsample_bytree': np.float64(0.6354173642454473), 'learning_rate': np.float64(0.005596087983837203), 'max_depth': 13, 'min_child_samples': 35, 'n_estimators': 1821, 'num_leaves': 130, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.09169933511143014), 'reg_lambda': np.float64(0.33637046382842206), 'subsample': np.float64(0.8090076766538092), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6858174457477162)}",-1.6548089506693096,160
"{'alpha': np.float64(0.6034795726509887), 'colsample_bytree': np.float64(0.6852418816100333), 'learning_rate': np.float64(0.0054887870296746084), 'max_depth': 13, 'min_child_samples': 43, 'n_estimators': 1859, 'num_leaves': 24, 'objective': 'tweedie', 'reg_alpha': np.float64(0.47320990669155716), 'reg_lambda': np.float64(0.9681934279147217), 'subsample': np.float64(0.6742102062812484), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7948985343644888)}",-1.6553967759544754,161
"{'alpha': np.float64(0.8364734482538363), 'colsample_bytree': np.float64(0.9812287388095813), 'learning_rate': np.float64(0.013467471705496675), 'max_depth': 9, 'min_child_samples': 114, 'n_estimators': 749, 'num_leaves': 125, 'objective': 'poisson', 'reg_alpha': np.float64(0.38509772860192526), 'reg_lambda': np.float64(0.8511366715168569), 'subsample': np.float64(0.726768802062511), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.235594197348874)}",-1.65579679523642,162
"{'alpha': np.float64(0.665573338085938), 'colsample_bytree': np.float64(0.7307726465352317), 'learning_rate': np.float64(0.007810481783378164), 'max_depth': 11, 'min_child_samples': 89, 'n_estimators': 1174, 'num_leaves': 141, 'objective': 'poisson', 'reg_alpha': np.float64(0.6433651799117843), 'reg_lambda': np.float64(0.7803997761472745), 'subsample': np.float64(0.6868836390764842), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2102583193273884)}",-1.6568703063882573,163
"{'alpha': np.float64(0.781142571969463), 'colsample_bytree': np.float64(0.734346342859934), 'learning_rate': np.float64(0.059218771295431794), 'max_depth': 7, 'min_child_samples': 138, 'n_estimators': 445, 'num_leaves': 29, 'objective': 'poisson', 'reg_alpha': np.float64(0.3451921448812756), 'reg_lambda': np.float64(0.7738345232013403), 'subsample': np.float64(0.7451031578663782), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7888544159797775)}",-1.6568815380309558,164
"{'alpha': np.float64(0.8239061540096088), 'colsample_bytree': np.float64(0.9467733873407534), 'learning_rate': np.float64(0.019479081297645317), 'max_depth': 8, 'min_child_samples': 73, 'n_estimators': 1637, 'num_leaves': 123, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.7139526325065898), 'reg_lambda': np.float64(0.8225347943841967), 'subsample': np.float64(0.9215834030210082), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5420007739263113)}",-1.6584867119766895,165
"{'alpha': np.float64(0.7870933426069839), 'colsample_bytree': np.float64(0.8060700681334927), 'learning_rate': np.float64(0.029592488420736876), 'max_depth': 14, 'min_child_samples': 28, 'n_estimators': 1856, 'num_leaves': 19, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.3607725191105998), 'reg_lambda': np.float64(0.9058911047877604), 'subsample': np.float64(0.9079778801006716), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5453096463493738)}",-1.6599230523383206,166
"{'alpha': np.float64(0.6599131033182781), 'colsample_bytree': np.float64(0.7565928440806008), 'learning_rate': np.float64(0.024599854524116962), 'max_depth': 9, 'min_child_samples': 123, 'n_estimators': 2201, 'num_leaves': 48, 'objective': 'huber', 'reg_alpha': np.float64(0.4315281431364426), 'reg_lambda': np.float64(0.3328157859124843), 'subsample': np.float64(0.8922196547237206), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.654974085922671)}",-1.659975047183864,167
"{'alpha': np.float64(0.60964552222874), 'colsample_bytree': np.float64(0.8686233774452149), 'learning_rate': np.float64(0.006605011964511989), 'max_depth': 10, 'min_child_samples': 51, 'n_estimators': 1234, 'num_leaves': 25, 'objective': 'tweedie', 'reg_alpha': np.float64(0.7820280876703859), 'reg_lambda': np.float64(0.7087446977429764), 'subsample': np.float64(0.6144641522099048), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3425026847562629)}",-1.6608396058339228,168
"{'alpha': np.float64(0.5780140940784975), 'colsample_bytree': np.float64(0.7564242430292963), 'learning_rate': np.float64(0.008631069642003109), 'max_depth': 8, 'min_child_samples': 21, 'n_estimators': 1071, 'num_leaves': 143, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.5677003278199915), 'reg_lambda': np.float64(0.03131329245555858), 'subsample': np.float64(0.9369139098379994), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4598033066958127)}",-1.6613596018703434,169
