params,mean_test_score,rank_test_score
"{'alpha': np.float64(0.8222678034004371), 'colsample_bytree': np.float64(0.7090496002934135), 'learning_rate': np.float64(0.017258767971970772), 'max_depth': 13, 'min_child_samples': 113, 'n_estimators': 1336, 'num_leaves': 104, 'objective': 'tweedie', 'reg_alpha': np.float64(0.18143834769562694), 'reg_lambda': np.float64(0.5251633836670602), 'subsample': np.float64(0.8836185046889731), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1855015384757952)}",-1.5563101429994202,54
"{'alpha': np.float64(0.706309891056166), 'colsample_bytree': np.float64(0.6151926253159413), 'learning_rate': np.float64(0.04670423761147821), 'max_depth': 11, 'min_child_samples': 24, 'n_estimators': 1026, 'num_leaves': 29, 'objective': 'regression', 'reg_alpha': np.float64(0.8770905810181889), 'reg_lambda': np.float64(0.9440420938253978), 'subsample': np.float64(0.6595183877620462), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.470140484052315)}",-1.5563331310193464,55
"{'alpha': np.float64(0.9058730885371176), 'colsample_bytree': np.float64(0.9226774078778957), 'learning_rate': np.float64(0.0955653220769476), 'max_depth': 12, 'min_child_samples': 41, 'n_estimators': 262, 'num_leaves': 63, 'objective': 'poisson', 'reg_alpha': np.float64(0.14960144952695253), 'reg_lambda': np.float64(0.38068968116086577), 'subsample': np.float64(0.7657878862157373), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7030637604553749)}",-1.5570035895767715,56
"{'alpha': np.float64(0.5103601721544369), 'colsample_bytree': np.float64(0.8605468843952984), 'learning_rate': np.float64(0.05039472204123955), 'max_depth': 14, 'min_child_samples': 156, 'n_estimators': 1063, 'num_leaves': 60, 'objective': 'poisson', 'reg_alpha': np.float64(0.1042469660518095), 'reg_lambda': np.float64(0.8404396319804229), 'subsample': np.float64(0.9642744793022853), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1982486254765872)}",-1.5571918293733176,57
"{'alpha': np.float64(0.7796050237640884), 'colsample_bytree': np.float64(0.8236739227317306), 'learning_rate': np.float64(0.032834214457718246), 'max_depth': 13, 'min_child_samples': 38, 'n_estimators': 447, 'num_leaves': 129, 'objective': 'poisson', 'reg_alpha': np.float64(0.5406984766449103), 'reg_lambda': np.float64(0.09653447019544081), 'subsample': np.float64(0.6967575313035356), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.109923229021852)}",-1.5581888400789647,58
"{'alpha': np.float64(0.8208320035364626), 'colsample_bytree': np.float64(0.6045969893192461), 'learning_rate': np.float64(0.01701380624634378), 'max_depth': 10, 'min_child_samples': 57, 'n_estimators': 1414, 'num_leaves': 142, 'objective': 'regression', 'reg_alpha': np.float64(0.18564670490124302), 'reg_lambda': np.float64(0.6642193849889683), 'subsample': np.float64(0.9526762447374032), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7513005484729296)}",-1.558813429413551,59
"{'alpha': np.float64(0.5538174106722358), 'colsample_bytree': np.float64(0.885297914889198), 'learning_rate': np.float64(0.04883983328839159), 'max_depth': 14, 'min_child_samples': 161, 'n_estimators': 920, 'num_leaves': 36, 'objective': 'regression', 'reg_alpha': np.float64(0.7106628896857874), 'reg_lambda': np.float64(0.11089082081183133), 'subsample': np.float64(0.7757346007463081), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.261375361868317)}",-1.560154915540212,60
"{'alpha': np.float64(0.5052292429586452), 'colsample_bytree': np.float64(0.6289787551178235), 'learning_rate': np.float64(0.01620376344249844), 'max_depth': 10, 'min_child_samples': 51, 'n_estimators': 2108, 'num_leaves': 54, 'objective': 'regression', 'reg_alpha': np.float64(0.8601223971892046), 'reg_lambda': np.float64(0.7798509888933498), 'subsample': np.float64(0.6158475301393428), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4844055578062632)}",-1.5608703392749832,61
"{'alpha': np.float64(0.6849921239961979), 'colsample_bytree': np.float64(0.8887716910062717), 'learning_rate': np.float64(0.015834744227751885), 'max_depth': 11, 'min_child_samples': 64, 'n_estimators': 1474, 'num_leaves': 113, 'objective': 'poisson', 'reg_alpha': np.float64(0.7187396178535302), 'reg_lambda': np.float64(0.7324010490583791), 'subsample': np.float64(0.8059733399653037), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.229090240844307)}",-1.5618871347450498,62
"{'alpha': np.float64(0.5783492009003379), 'colsample_bytree': np.float64(0.6393582598853589), 'learning_rate': np.float64(0.03614461880623565), 'max_depth': 12, 'min_child_samples': 83, 'n_estimators': 2235, 'num_leaves': 47, 'objective': 'tweedie', 'reg_alpha': np.float64(0.8989008240062354), 'reg_lambda': np.float64(0.7824849245639379), 'subsample': np.float64(0.691136967017244), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.880792679679034)}",-1.5622779292094946,63
"{'alpha': np.float64(0.686367600947702), 'colsample_bytree': np.float64(0.7581737071971657), 'learning_rate': np.float64(0.012777937066218312), 'max_depth': 9, 'min_child_samples': 49, 'n_estimators': 2582, 'num_leaves': 131, 'objective': 'poisson', 'reg_alpha': np.float64(0.3703969862753065), 'reg_lambda': np.float64(0.37480356778179635), 'subsample': np.float64(0.7896025713932624), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4553021705326015)}",-1.562351799006717,64
"{'alpha': np.float64(0.7429576277759956), 'colsample_bytree': np.float64(0.6136751063756632), 'learning_rate': np.float64(0.09609198576745698), 'max_depth': 13, 'min_child_samples': 56, 'n_estimators': 1093, 'num_leaves': 35, 'objective': 'poisson', 'reg_alpha': np.float64(0.6400029668369137), 'reg_lambda': np.float64(0.22470117697268), 'subsample': np.float64(0.6720041749890894), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1708444673785932)}",-1.5645961749617614,65
"{'alpha': np.float64(0.9030936180530837), 'colsample_bytree': np.float64(0.7901480892728447), 'learning_rate': np.float64(0.027027658276842642), 'max_depth': 8, 'min_child_samples': 170, 'n_estimators': 2328, 'num_leaves': 38, 'objective': 'tweedie', 'reg_alpha': np.float64(0.942853570557981), 'reg_lambda': np.float64(0.598865466488536), 'subsample': np.float64(0.8779139732158818), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8043742712122062)}",-1.5655757144422806,66
"{'alpha': np.float64(0.7564503581920925), 'colsample_bytree': np.float64(0.9049834742962762), 'learning_rate': np.float64(0.06913029289525106), 'max_depth': 5, 'min_child_samples': 137, 'n_estimators': 2903, 'num_leaves': 56, 'objective': 'tweedie', 'reg_alpha': np.float64(0.45700021928167833), 'reg_lambda': np.float64(0.6039578720725125), 'subsample': np.float64(0.8009153389850121), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5318885096902695)}",-1.5657226866457994,67
"{'alpha': np.float64(0.5987797362864314), 'colsample_bytree': np.float64(0.9898189060795479), 'learning_rate': np.float64(0.051696311757358115), 'max_depth': 5, 'min_child_samples': 177, 'n_estimators': 2729, 'num_leaves': 68, 'objective': 'regression', 'reg_alpha': np.float64(0.48477836715034617), 'reg_lambda': np.float64(0.5124576558819216), 'subsample': np.float64(0.8966747776914662), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6590766825287235)}",-1.5681153058513695,68
"{'alpha': np.float64(0.8166649008330729), 'colsample_bytree': np.float64(0.9881028438904228), 'learning_rate': np.float64(0.018551563626860956), 'max_depth': 8, 'min_child_samples': 78, 'n_estimators': 951, 'num_leaves': 130, 'objective': 'regression', 'reg_alpha': np.float64(0.9670352752561462), 'reg_lambda': np.float64(0.0516687216579611), 'subsample': np.float64(0.8019182393218113), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6747631578580402)}",-1.56986123698796,69
"{'alpha': np.float64(0.906148808005805), 'colsample_bytree': np.float64(0.8021009489791429), 'learning_rate': np.float64(0.05945877506542997), 'max_depth': 10, 'min_child_samples': 160, 'n_estimators': 748, 'num_leaves': 28, 'objective': 'regression', 'reg_alpha': np.float64(0.053485296747368904), 'reg_lambda': np.float64(0.9585414968831983), 'subsample': np.float64(0.9388572576382359), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3839241523701766)}",-1.5700269948887904,70
"{'alpha': np.float64(0.8968674912370898), 'colsample_bytree': np.float64(0.7709958751682461), 'learning_rate': np.float64(0.008129063790308328), 'max_depth': 9, 'min_child_samples': 44, 'n_estimators': 2228, 'num_leaves': 106, 'objective': 'tweedie', 'reg_alpha': np.float64(0.7193536223691586), 'reg_lambda': np.float64(0.8902580530178021), 'subsample': np.float64(0.6317626338572118), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6851971922722901)}",-1.5705768430680307,71
"{'alpha': np.float64(0.5369931786703017), 'colsample_bytree': np.float64(0.9642706317740558), 'learning_rate': np.float64(0.020100718226856957), 'max_depth': 13, 'min_child_samples': 166, 'n_estimators': 2123, 'num_leaves': 61, 'objective': 'poisson', 'reg_alpha': np.float64(0.17058191155709002), 'reg_lambda': np.float64(0.9481083201714422), 'subsample': np.float64(0.7780984449139152), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7310418111242878)}",-1.5715586245282949,72
"{'alpha': np.float64(0.7252003891088337), 'colsample_bytree': np.float64(0.8169454659918953), 'learning_rate': np.float64(0.08647133236145522), 'max_depth': 6, 'min_child_samples': 175, 'n_estimators': 2726, 'num_leaves': 21, 'objective': 'poisson', 'reg_alpha': np.float64(0.3988227808969005), 'reg_lambda': np.float64(0.5801723692273323), 'subsample': np.float64(0.8134410186907514), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5863240742347557)}",-1.5725749937366895,73
"{'alpha': np.float64(0.9457273139003031), 'colsample_bytree': np.float64(0.7650470707645706), 'learning_rate': np.float64(0.015239709652279514), 'max_depth': 11, 'min_child_samples': 115, 'n_estimators': 1737, 'num_leaves': 46, 'objective': 'tweedie', 'reg_alpha': np.float64(0.42899402737501835), 'reg_lambda': np.float64(0.7508710677914974), 'subsample': np.float64(0.9018171496338729), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1824990950687462)}",-1.5737198239290795,74
"{'alpha': np.float64(0.7857921428904397), 'colsample_bytree': np.float64(0.6181216039088178), 'learning_rate': np.float64(0.015358622030681994), 'max_depth': 14, 'min_child_samples': 166, 'n_estimators': 2539, 'num_leaves': 105, 'objective': 'regression', 'reg_alpha': np.float64(0.5393774484000625), 'reg_lambda': np.float64(0.6839637693981411), 'subsample': np.float64(0.8463404657559656), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8551132836486057)}",-1.5743711223350805,75
"{'alpha': np.float64(0.925564166150127), 'colsample_bytree': np.float64(0.9399901485922648), 'learning_rate': np.float64(0.037101215062929155), 'max_depth': 6, 'min_child_samples': 163, 'n_estimators': 1953, 'num_leaves': 134, 'objective': 'tweedie', 'reg_alpha': np.float64(0.062273105881885615), 'reg_lambda': np.float64(0.5125026487703317), 'subsample': np.float64(0.9225614468931358), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4673919020775665)}",-1.5746570080512765,76
"{'alpha': np.float64(0.9047548456457457), 'colsample_bytree': np.float64(0.8840541727192264), 'learning_rate': np.float64(0.08289483466485738), 'max_depth': 6, 'min_child_samples': 175, 'n_estimators': 1152, 'num_leaves': 133, 'objective': 'tweedie', 'reg_alpha': np.float64(0.057844449447160606), 'reg_lambda': np.float64(0.9577898009882039), 'subsample': np.float64(0.9770897276376449), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7281516345187269)}",-1.5747264735060336,77
"{'alpha': np.float64(0.714208158215945), 'colsample_bytree': np.float64(0.7503553140583077), 'learning_rate': np.float64(0.016300295415484323), 'max_depth': 10, 'min_child_samples': 61, 'n_estimators': 2118, 'num_leaves': 51, 'objective': 'poisson', 'reg_alpha': np.float64(0.13314500417809694), 'reg_lambda': np.float64(0.1021495296575381), 'subsample': np.float64(0.8634768584829774), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8542649131306095)}",-1.5757776087803883,78
"{'alpha': np.float64(0.8316934476944231), 'colsample_bytree': np.float64(0.9898367245341319), 'learning_rate': np.float64(0.005846311970820689), 'max_depth': 12, 'min_child_samples': 73, 'n_estimators': 1511, 'num_leaves': 74, 'objective': 'tweedie', 'reg_alpha': np.float64(0.08534133648432485), 'reg_lambda': np.float64(0.04300695186693948), 'subsample': np.float64(0.8667466642203687), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7586475438565743)}",-1.5768180607853537,79
"{'alpha': np.float64(0.9350804749096784), 'colsample_bytree': np.float64(0.689717393314018), 'learning_rate': np.float64(0.03644301412869243), 'max_depth': 13, 'min_child_samples': 160, 'n_estimators': 1899, 'num_leaves': 59, 'objective': 'poisson', 'reg_alpha': np.float64(0.7126213330985128), 'reg_lambda': np.float64(0.816779466505636), 'subsample': np.float64(0.672645587102641), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3967528065262123)}",-1.5774764894917876,80
"{'alpha': np.float64(0.7067060635757776), 'colsample_bytree': np.float64(0.9368365660074839), 'learning_rate': np.float64(0.05004434967595098), 'max_depth': 8, 'min_child_samples': 88, 'n_estimators': 2643, 'num_leaves': 15, 'objective': 'poisson', 'reg_alpha': np.float64(0.3474134082254142), 'reg_lambda': np.float64(0.20913079107851418), 'subsample': np.float64(0.8318599737886954), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.373250568365236)}",-1.578510201277846,81
"{'alpha': np.float64(0.8096135045787676), 'colsample_bytree': np.float64(0.9347855496949495), 'learning_rate': np.float64(0.0671107654407314), 'max_depth': 10, 'min_child_samples': 26, 'n_estimators': 1247, 'num_leaves': 146, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.8918969087767766), 'reg_lambda': np.float64(0.1466048216920255), 'subsample': np.float64(0.8053304674769571), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2865824579396223)}",-1.58162431330455,82
"{'alpha': np.float64(0.9212955108096604), 'colsample_bytree': np.float64(0.6207885134605889), 'learning_rate': np.float64(0.025305374744164978), 'max_depth': 6, 'min_child_samples': 27, 'n_estimators': 1763, 'num_leaves': 101, 'objective': 'tweedie', 'reg_alpha': np.float64(0.33945019254280606), 'reg_lambda': np.float64(0.8148251137465122), 'subsample': np.float64(0.63204593855387), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.815853324848422)}",-1.585106192086431,83
"{'alpha': np.float64(0.842728826897923), 'colsample_bytree': np.float64(0.6950550175969599), 'learning_rate': np.float64(0.04429975427076118), 'max_depth': 12, 'min_child_samples': 88, 'n_estimators': 2981, 'num_leaves': 107, 'objective': 'huber', 'reg_alpha': np.float64(0.8164318732193839), 'reg_lambda': np.float64(0.7983451249845511), 'subsample': np.float64(0.6602870175861718), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.506559021392575)}",-1.5856909696982604,84
"{'alpha': np.float64(0.6594204941784709), 'colsample_bytree': np.float64(0.9796284785259376), 'learning_rate': np.float64(0.08932323502559537), 'max_depth': 10, 'min_child_samples': 57, 'n_estimators': 2695, 'num_leaves': 87, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.18030793542277812), 'reg_lambda': np.float64(0.45859794351384), 'subsample': np.float64(0.824349785345047), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7911692645880084)}",-1.5880958606619058,85
"{'alpha': np.float64(0.6768452520404866), 'colsample_bytree': np.float64(0.9316656882826058), 'learning_rate': np.float64(0.027501859921524124), 'max_depth': 5, 'min_child_samples': 117, 'n_estimators': 2202, 'num_leaves': 108, 'objective': 'regression', 'reg_alpha': np.float64(0.013671964826997285), 'reg_lambda': np.float64(0.07535906035246231), 'subsample': np.float64(0.8766857588675647), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5274770200235706)}",-1.588297265084515,86
"{'alpha': np.float64(0.5860358156591551), 'colsample_bytree': np.float64(0.7353052421329394), 'learning_rate': np.float64(0.012606552276820466), 'max_depth': 9, 'min_child_samples': 147, 'n_estimators': 1981, 'num_leaves': 126, 'objective': 'tweedie', 'reg_alpha': np.float64(0.41798993387048433), 'reg_lambda': np.float64(0.08884024508756438), 'subsample': np.float64(0.873501642230817), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.53608442260856)}",-1.5893865029489769,87
"{'alpha': np.float64(0.7417685375213315), 'colsample_bytree': np.float64(0.7840476635934288), 'learning_rate': np.float64(0.028824929158364713), 'max_depth': 10, 'min_child_samples': 163, 'n_estimators': 949, 'num_leaves': 113, 'objective': 'tweedie', 'reg_alpha': np.float64(0.3456672833238632), 'reg_lambda': np.float64(0.8967884099060118), 'subsample': np.float64(0.7895846561051489), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.634046190816822)}",-1.5903697079783516,88
"{'alpha': np.float64(0.6977322453625034), 'colsample_bytree': np.float64(0.8451758329978102), 'learning_rate': np.float64(0.0843218172152339), 'max_depth': 8, 'min_child_samples': 191, 'n_estimators': 735, 'num_leaves': 122, 'objective': 'poisson', 'reg_alpha': np.float64(0.28590678923916013), 'reg_lambda': np.float64(0.8159469389686173), 'subsample': np.float64(0.9445479985453744), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7772114709522224)}",-1.590442951667006,89
"{'alpha': np.float64(0.7389219552854422), 'colsample_bytree': np.float64(0.8380526699622726), 'learning_rate': np.float64(0.005150877165981169), 'max_depth': 13, 'min_child_samples': 141, 'n_estimators': 2955, 'num_leaves': 74, 'objective': 'tweedie', 'reg_alpha': np.float64(0.4549188895075871), 'reg_lambda': np.float64(0.2672526297935953), 'subsample': np.float64(0.687922139529276), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2052146135331023)}",-1.5905131678640412,90
"{'alpha': np.float64(0.8482577997967993), 'colsample_bytree': np.float64(0.7410410423715432), 'learning_rate': np.float64(0.05916212237220419), 'max_depth': 6, 'min_child_samples': 196, 'n_estimators': 2568, 'num_leaves': 125, 'objective': 'poisson', 'reg_alpha': np.float64(0.03757109039890738), 'reg_lambda': np.float64(0.12786680122241756), 'subsample': np.float64(0.9062187002063443), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.100009307804293)}",-1.5916408988532598,91
"{'alpha': np.float64(0.7129247904733516), 'colsample_bytree': np.float64(0.8424407524223354), 'learning_rate': np.float64(0.053996350029961525), 'max_depth': 5, 'min_child_samples': 88, 'n_estimators': 2415, 'num_leaves': 87, 'objective': 'poisson', 'reg_alpha': np.float64(0.7308674752036443), 'reg_lambda': np.float64(0.9383404568210378), 'subsample': np.float64(0.6724932264662641), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.153197013893422)}",-1.5948461343076636,92
"{'alpha': np.float64(0.8374598372614873), 'colsample_bytree': np.float64(0.9652663009030571), 'learning_rate': np.float64(0.028858057727643577), 'max_depth': 9, 'min_child_samples': 184, 'n_estimators': 763, 'num_leaves': 92, 'objective': 'regression', 'reg_alpha': np.float64(0.24108483232963185), 'reg_lambda': np.float64(0.2050453285065249), 'subsample': np.float64(0.7005769758047193), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3197854376207272)}",-1.5970716618533778,93
"{'alpha': np.float64(0.7567923307464207), 'colsample_bytree': np.float64(0.827237004935147), 'learning_rate': np.float64(0.036438664297428106), 'max_depth': 11, 'min_child_samples': 130, 'n_estimators': 356, 'num_leaves': 84, 'objective': 'regression', 'reg_alpha': np.float64(0.6061465649334797), 'reg_lambda': np.float64(0.291144247785179), 'subsample': np.float64(0.6828379672706285), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.221862228530143)}",-1.597464328779346,94
"{'alpha': np.float64(0.6135382624277329), 'colsample_bytree': np.float64(0.688090120550926), 'learning_rate': np.float64(0.021595339986810628), 'max_depth': 9, 'min_child_samples': 156, 'n_estimators': 1397, 'num_leaves': 44, 'objective': 'regression', 'reg_alpha': np.float64(0.06468689351513157), 'reg_lambda': np.float64(0.9558244837207522), 'subsample': np.float64(0.6100567833109091), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6555603649045671)}",-1.59823703117512,95
"{'alpha': np.float64(0.6823895823885846), 'colsample_bytree': np.float64(0.8407421534648034), 'learning_rate': np.float64(0.033260150614473176), 'max_depth': 6, 'min_child_samples': 138, 'n_estimators': 2390, 'num_leaves': 78, 'objective': 'poisson', 'reg_alpha': np.float64(0.43716538881682654), 'reg_lambda': np.float64(0.09739339255355217), 'subsample': np.float64(0.7620083196321286), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5743347198654256)}",-1.5987578558975826,96
"{'alpha': np.float64(0.7725986687105992), 'colsample_bytree': np.float64(0.6948907166943978), 'learning_rate': np.float64(0.006782535167314468), 'max_depth': 10, 'min_child_samples': 89, 'n_estimators': 1576, 'num_leaves': 121, 'objective': 'tweedie', 'reg_alpha': np.float64(0.8508175178361462), 'reg_lambda': np.float64(0.08788762454014387), 'subsample': np.float64(0.9223459546964574), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1445227914855804)}",-1.5990107006091163,97
"{'alpha': np.float64(0.5992753787200451), 'colsample_bytree': np.float64(0.8392901176254955), 'learning_rate': np.float64(0.045299121810693885), 'max_depth': 13, 'min_child_samples': 137, 'n_estimators': 1886, 'num_leaves': 13, 'objective': 'tweedie', 'reg_alpha': np.float64(0.785651618080232), 'reg_lambda': np.float64(0.11833619092338732), 'subsample': np.float64(0.7639619558785153), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.771841828508494)}",-1.6000782451364632,98
"{'alpha': np.float64(0.5233804598994208), 'colsample_bytree': np.float64(0.9145112797536132), 'learning_rate': np.float64(0.009140086902049472), 'max_depth': 11, 'min_child_samples': 40, 'n_estimators': 581, 'num_leaves': 136, 'objective': 'tweedie', 'reg_alpha': np.float64(0.756751505688635), 'reg_lambda': np.float64(0.5193858595039373), 'subsample': np.float64(0.681952509660285), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8022640625216328)}",-1.601680394774241,99
"{'alpha': np.float64(0.5063855222280952), 'colsample_bytree': np.float64(0.931756650783405), 'learning_rate': np.float64(0.04482119964931624), 'max_depth': 6, 'min_child_samples': 36, 'n_estimators': 668, 'num_leaves': 52, 'objective': 'poisson', 'reg_alpha': np.float64(0.9528967959978275), 'reg_lambda': np.float64(0.9670526814260348), 'subsample': np.float64(0.7571175103237373), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7833775250726944)}",-1.6031184790771096,100
"{'alpha': np.float64(0.7353794411461037), 'colsample_bytree': np.float64(0.743532193649401), 'learning_rate': np.float64(0.06922041841676539), 'max_depth': 13, 'min_child_samples': 165, 'n_estimators': 2393, 'num_leaves': 81, 'objective': 'huber', 'reg_alpha': np.float64(0.6241015441818376), 'reg_lambda': np.float64(0.539781061914633), 'subsample': np.float64(0.7754978701553357), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5619890167249006)}",-1.6043344815052056,101
"{'alpha': np.float64(0.5780860317439289), 'colsample_bytree': np.float64(0.8779804355609846), 'learning_rate': np.float64(0.014101201874695395), 'max_depth': 8, 'min_child_samples': 29, 'n_estimators': 1610, 'num_leaves': 34, 'objective': 'poisson', 'reg_alpha': np.float64(0.8620144822726226), 'reg_lambda': np.float64(0.9227571905133943), 'subsample': np.float64(0.7948247675275744), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.585002350200782)}",-1.6049115044060285,102
"{'alpha': np.float64(0.8494685837562839), 'colsample_bytree': np.float64(0.9083687378576208), 'learning_rate': np.float64(0.06281427101131826), 'max_depth': 8, 'min_child_samples': 150, 'n_estimators': 398, 'num_leaves': 33, 'objective': 'tweedie', 'reg_alpha': np.float64(0.9675112636137777), 'reg_lambda': np.float64(0.18545887467665434), 'subsample': np.float64(0.7848389163062642), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1009854681331408)}",-1.6051835906857534,103
"{'alpha': np.float64(0.6314650918408482), 'colsample_bytree': np.float64(0.7465447373174767), 'learning_rate': np.float64(0.019603369861210685), 'max_depth': 7, 'min_child_samples': 127, 'n_estimators': 1317, 'num_leaves': 73, 'objective': 'regression', 'reg_alpha': np.float64(0.046450412719997725), 'reg_lambda': np.float64(0.6075448519014384), 'subsample': np.float64(0.6682096494749166), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1520412743882238)}",-1.6056291049423606,104
"{'alpha': np.float64(0.7509840196776969), 'colsample_bytree': np.float64(0.8346141738643036), 'learning_rate': np.float64(0.027123610516554604), 'max_depth': 14, 'min_child_samples': 188, 'n_estimators': 2710, 'num_leaves': 15, 'objective': 'tweedie', 'reg_alpha': np.float64(0.6459172413316012), 'reg_lambda': np.float64(0.5707783046689119), 'subsample': np.float64(0.7424386903591385), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8892121990343838)}",-1.6065903358158995,105
"{'alpha': np.float64(0.6263968843338097), 'colsample_bytree': np.float64(0.6831825437157559), 'learning_rate': np.float64(0.005670146849786725), 'max_depth': 10, 'min_child_samples': 123, 'n_estimators': 2389, 'num_leaves': 88, 'objective': 'tweedie', 'reg_alpha': np.float64(0.5455851826691478), 'reg_lambda': np.float64(0.9817073425211416), 'subsample': np.float64(0.7801914285882381), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5106945681799324)}",-1.6066276651138691,106
"{'alpha': np.float64(0.9354901446965249), 'colsample_bytree': np.float64(0.9427495744300376), 'learning_rate': np.float64(0.007112599611972324), 'max_depth': 11, 'min_child_samples': 35, 'n_estimators': 1202, 'num_leaves': 72, 'objective': 'poisson', 'reg_alpha': np.float64(0.9841103190364978), 'reg_lambda': np.float64(0.6679199988036271), 'subsample': np.float64(0.8538685093015765), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2327639162366282)}",-1.6070622614644323,107
"{'alpha': np.float64(0.5379355915751076), 'colsample_bytree': np.float64(0.9228757275164752), 'learning_rate': np.float64(0.0660043674507861), 'max_depth': 8, 'min_child_samples': 112, 'n_estimators': 2476, 'num_leaves': 82, 'objective': 'huber', 'reg_alpha': np.float64(0.009054161580370979), 'reg_lambda': np.float64(0.5894539894846972), 'subsample': np.float64(0.8453166739549516), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6101505975167485)}",-1.6085733066624115,108
"{'alpha': np.float64(0.8857306656494388), 'colsample_bytree': np.float64(0.9624573019063065), 'learning_rate': np.float64(0.011461225261855562), 'max_depth': 12, 'min_child_samples': 180, 'n_estimators': 2317, 'num_leaves': 138, 'objective': 'poisson', 'reg_alpha': np.float64(0.7326352347008328), 'reg_lambda': np.float64(0.8203775074489733), 'subsample': np.float64(0.7252647979269129), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7388746179062011)}",-1.6088392222867611,109
"{'alpha': np.float64(0.8890217961383069), 'colsample_bytree': np.float64(0.8935639675814806), 'learning_rate': np.float64(0.023831166779801242), 'max_depth': 12, 'min_child_samples': 111, 'n_estimators': 2450, 'num_leaves': 68, 'objective': 'huber', 'reg_alpha': np.float64(0.1604001053300721), 'reg_lambda': np.float64(0.3340088787452379), 'subsample': np.float64(0.695476012520407), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.844072280407791)}",-1.6091555740607817,110
"{'alpha': np.float64(0.8131157630558968), 'colsample_bytree': np.float64(0.943343521925488), 'learning_rate': np.float64(0.013275543721571605), 'max_depth': 8, 'min_child_samples': 166, 'n_estimators': 1419, 'num_leaves': 105, 'objective': 'tweedie', 'reg_alpha': np.float64(0.940523264489604), 'reg_lambda': np.float64(0.3975720210875223), 'subsample': np.float64(0.8071005402109921), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7701680847258625)}",-1.6094281321804689,111
