,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bagging_temperature,param_depth,param_iterations,param_l2_leaf_reg,param_learning_rate,param_loss_function,param_one_hot_max_size,param_random_strength,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
14,21.875886583328246,0.5979939304038581,0.026433229446411133,0.002418658711415838,0.3109823217156622,11,1804,3,0.05878901154246817,MAE,20,5,"{'bagging_temperature': np.float64(0.3109823217156622), 'depth': 11, 'iterations': 1804, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.05878901154246817), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 5}",-1.5232959390184997,-1.5675700651205178,-1.575219481589446,-1.538409577172421,-1.6271471484127487,-1.5663284422627266,0.03580716852471882,93
15,19.649933290481567,0.755060615609264,0.03028864860534668,0.006995607836560961,0.4722149251619493,8,2485,3,0.09767966657678313,MAE,20,5,"{'bagging_temperature': np.float64(0.4722149251619493), 'depth': 8, 'iterations': 2485, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.09767966657678313), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 5}",-1.544740922420165,-1.5889381851854925,-1.6002142992806712,-1.600897505078889,-1.6602183926333909,-1.5990018609197219,0.036872901281955965,137
16,103.03639435768127,6.972787396192033,0.029851436614990234,0.005005510972871714,0.25606832276132396,14,1392,10,0.010791232418686401,RMSE,20,5,"{'bagging_temperature': np.float64(0.25606832276132396), 'depth': 14, 'iterations': 1392, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.010791232418686401), 'loss_function': 'RMSE', 'one_hot_max_size': 20, 'random_strength': 5}",-1.5355449925094482,-1.5724360227063725,-1.6043418143655896,-1.5855118185414037,-1.6303419288960668,-1.5856353154037763,0.03172346582642627,122
17,0.06676568984985351,0.0180025002310586,0.0,0.0,0.8957635956735194,4,1563,4,0.15162513677579237,Huber,20,1,"{'bagging_temperature': np.float64(0.8957635956735194), 'depth': 4, 'iterations': 1563, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.15162513677579237), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 1}",,,,,,,,215
18,15.621508741378785,0.7910989551853936,0.02665400505065918,0.004353269256774096,0.5398410913016731,7,3572,7,0.02382184154464129,MAE,50,2,"{'bagging_temperature': np.float64(0.5398410913016731), 'depth': 7, 'iterations': 3572, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.02382184154464129), 'loss_function': 'MAE', 'one_hot_max_size': 50, 'random_strength': 2}",-1.5726445656165255,-1.6097351771467143,-1.6243350049779708,-1.6071412502536193,-1.6991688284844573,-1.6226049652958572,0.041870795668805416,154
19,0.05133132934570313,0.0022696712095264036,0.0,0.0,0.6243540481337932,12,3693,4,0.1449592822362264,Huber,50,2,"{'bagging_temperature': np.float64(0.6243540481337932), 'depth': 12, 'iterations': 3693, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.1449592822362264), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 2}",,,,,,,,215
20,0.051095008850097656,0.0014310601056580123,0.0,0.0,0.12208795470067335,12,3237,1,0.02259707459386439,Huber,10,1,"{'bagging_temperature': np.float64(0.12208795470067335), 'depth': 12, 'iterations': 3237, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.02259707459386439), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 1}",,,,,,,,215
21,0.05066380500793457,0.0030227965593369295,0.0,0.0,0.8180147659224931,12,2282,7,0.01637654202058856,Huber,2,2,"{'bagging_temperature': np.float64(0.8180147659224931), 'depth': 12, 'iterations': 2282, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.01637654202058856), 'loss_function': 'Huber', 'one_hot_max_size': 2, 'random_strength': 2}",,,,,,,,215
22,8.900271987915039,0.7008667663526208,0.020920228958129884,0.003073539333578078,0.22210781047073025,6,2257,8,0.16855972264420166,MAE,50,10,"{'bagging_temperature': np.float64(0.22210781047073025), 'depth': 6, 'iterations': 2257, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.16855972264420166), 'loss_function': 'MAE', 'one_hot_max_size': 50, 'random_strength': 10}",-1.5466501540721163,-1.5764354927649618,-1.622922305091024,-1.5894127588874392,-1.6570277782762182,-1.5984896978183518,0.038156981637814676,136
23,14.822231197357178,1.2360498192530665,0.02068939208984375,0.002517575390930223,0.5581020020173412,7,2136,1,0.02139693512407702,MAE,20,2,"{'bagging_temperature': np.float64(0.5581020020173412), 'depth': 7, 'iterations': 2136, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.02139693512407702), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 2}",-1.654676107649258,-1.6918840658211503,-1.6961444675622952,-1.6857993140074303,-1.7822904662716061,-1.702158884262348,0.04262643581479012,187
24,31.819801807403564,2.0542950325816385,0.03309817314147949,0.0062429365434732,0.712270589924442,8,3999,1,0.022237712023076485,MAE,10,10,"{'bagging_temperature': np.float64(0.712270589924442), 'depth': 8, 'iterations': 3999, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.022237712023076485), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 10}",-1.579548953078465,-1.612535064458898,-1.6277518925224215,-1.6152228870430245,-1.7010432065325296,-1.6272204007270676,0.04020511285232504,158
25,22.077128076553343,1.1816642217787767,0.025957632064819335,0.006100193999996511,0.05147875124998935,8,2759,1,0.06688213486452893,MAE,10,1,"{'bagging_temperature': np.float64(0.05147875124998935), 'depth': 8, 'iterations': 2759, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.06688213486452893), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 1}",-1.5547192944258843,-1.5975443357517571,-1.5975617760698135,-1.603676445088734,-1.6634568763416064,-1.6033917455355593,0.03477093393844367,142
26,0.05105013847351074,0.005603912752165513,0.0,0.0,0.489452760277563,9,2439,7,0.07489770465258357,Huber,50,5,"{'bagging_temperature': np.float64(0.489452760277563), 'depth': 9, 'iterations': 2439, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.07489770465258357), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 5}",,,,,,,,215
27,29.23798260688782,0.6631209943077917,0.029891824722290038,0.0024150243023470805,0.24215993827742588,9,3327,5,0.06647354682787941,MAE,10,5,"{'bagging_temperature': np.float64(0.24215993827742588), 'depth': 9, 'iterations': 3327, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.06647354682787941), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 5}",-1.5267850602031858,-1.5714098314230358,-1.576784593166072,-1.5578647666910272,-1.6223921868241662,-1.5710472876614976,0.03099119365614908,101
28,7.808093547821045,0.48262293777939724,0.023654890060424805,0.010289427404051608,0.8164318732193839,4,2147,11,0.017485021746086436,RMSE,20,10,"{'bagging_temperature': np.float64(0.8164318732193839), 'depth': 4, 'iterations': 2147, 'l2_leaf_reg': 11, 'learning_rate': np.float64(0.017485021746086436), 'loss_function': 'RMSE', 'one_hot_max_size': 20, 'random_strength': 10}",-1.6964991428280582,-1.7311277560470195,-1.7651354660640202,-1.7636811431068269,-1.8523663013336844,-1.7617619618759217,0.05181100314126988,202
29,0.06550812721252441,0.013754590589445602,0.0,0.0,0.32595890520188475,7,3450,10,0.04637121010589463,Huber,50,10,"{'bagging_temperature': np.float64(0.32595890520188475), 'depth': 7, 'iterations': 3450, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.04637121010589463), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 10}",,,,,,,,215
30,52.18284792900086,1.4807011450233616,0.03862810134887695,0.0034009805290197118,0.09617655109142076,12,3976,8,0.031853289294255745,MAE,50,1,"{'bagging_temperature': np.float64(0.09617655109142076), 'depth': 12, 'iterations': 3976, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.031853289294255745), 'loss_function': 'MAE', 'one_hot_max_size': 50, 'random_strength': 1}",-1.4719402805691308,-1.5315450715062158,-1.5558688956347617,-1.5264140069135075,-1.5707873054830894,-1.5313111120213412,0.033794634452934874,55
31,60.76884942054748,2.1860203880897635,0.039110231399536136,0.004282360073251333,0.6756901170392807,12,3520,2,0.15960780836641722,MAE,10,5,"{'bagging_temperature': np.float64(0.6756901170392807), 'depth': 12, 'iterations': 3520, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.15960780836641722), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 5}",-1.546257112793746,-1.585684830887165,-1.583577066232857,-1.537328724724667,-1.641310517654694,-1.5788316504586257,0.03676054201863609,112
32,99.9930682182312,8.201699856912686,0.031462240219116214,0.005411662420851535,0.22855002179729966,13,1623,9,0.047006594771349115,RMSE,10,1,"{'bagging_temperature': np.float64(0.22855002179729966), 'depth': 13, 'iterations': 1623, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.047006594771349115), 'loss_function': 'RMSE', 'one_hot_max_size': 10, 'random_strength': 1}",-1.4470186946842751,-1.4955401798306396,-1.5010266984350522,-1.5027187963282458,-1.530725024122889,-1.4954058786802205,0.027106648726465416,15
33,16.25350937843323,0.8853150281330405,0.026976966857910158,0.002019009870062703,0.09310276780589921,8,2183,11,0.017600038115609038,RMSE,20,5,"{'bagging_temperature': np.float64(0.09310276780589921), 'depth': 8, 'iterations': 2183, 'l2_leaf_reg': 11, 'learning_rate': np.float64(0.017600038115609038), 'loss_function': 'RMSE', 'one_hot_max_size': 20, 'random_strength': 5}",-1.5645684360884833,-1.6059637442916452,-1.6305113281171302,-1.6227903300528985,-1.6769464648840011,-1.6201560606868317,0.036416278779336765,152
