params,mean_test_score,rank_test_score
"{'colsample_bytree': np.float64(0.7867128308924751), 'learning_rate': np.float64(0.005621775041716061), 'max_depth': 8, 'min_child_weight': 26, 'n_estimators': 1382, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.5129024161471976), 'reg_lambda': np.float64(0.0936724207059102), 'subsample': np.float64(0.9018484886394367), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4935448800845834)}",-1.5496922444475203,129
"{'colsample_bytree': np.float64(0.8560793246238495), 'learning_rate': np.float64(0.013797314267919872), 'max_depth': 10, 'min_child_weight': 156, 'n_estimators': 1846, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.03079004966044785), 'reg_lambda': np.float64(0.9715330423905887), 'subsample': np.float64(0.6882981953811127), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6872238100714452)}",-1.5501638275379102,130
"{'colsample_bytree': np.float64(0.9790752103857883), 'learning_rate': np.float64(0.006394258758233762), 'max_depth': 8, 'min_child_weight': 25, 'n_estimators': 1589, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.5006242680704178), 'reg_lambda': np.float64(0.7945155444907487), 'subsample': np.float64(0.8828345909066793), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1401808091711791)}",-1.5509425560445531,131
"{'colsample_bytree': np.float64(0.6992905771028608), 'learning_rate': np.float64(0.035661732755066254), 'max_depth': 8, 'min_child_weight': 97, 'n_estimators': 1684, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.7804957075460877), 'reg_lambda': np.float64(0.2775871726294181), 'subsample': np.float64(0.6880388856324389), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.270144627472981)}",-1.551581650917735,132
"{'colsample_bytree': np.float64(0.8830753305322474), 'learning_rate': np.float64(0.13673465115195457), 'max_depth': 5, 'min_child_weight': 179, 'n_estimators': 1798, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.8394609095007669), 'reg_lambda': np.float64(0.9817986932606276), 'subsample': np.float64(0.8485377989014118), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5473478454634613)}",-1.5523483594379337,133
"{'colsample_bytree': np.float64(0.626870159966284), 'learning_rate': np.float64(0.01984132032650582), 'max_depth': 8, 'min_child_weight': 131, 'n_estimators': 1087, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.10657873012867436), 'reg_lambda': np.float64(0.140018538660449), 'subsample': np.float64(0.7054735210538465), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.313198714696706)}",-1.55251641907522,134
"{'colsample_bytree': np.float64(0.6998184799398024), 'learning_rate': np.float64(0.012608770066836965), 'max_depth': 12, 'min_child_weight': 79, 'n_estimators': 2079, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.4875711936733843), 'reg_lambda': np.float64(0.03361360018328263), 'subsample': np.float64(0.6250612813821418), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8251499626755288)}",-1.5549189067983946,135
"{'colsample_bytree': np.float64(0.736249827785696), 'learning_rate': np.float64(0.012135213821859659), 'max_depth': 9, 'min_child_weight': 67, 'n_estimators': 2149, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.9366481518557073), 'reg_lambda': np.float64(0.039186326675646255), 'subsample': np.float64(0.7671784126862315), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.874064441216198)}",-1.556171198116195,136
"{'colsample_bytree': np.float64(0.8998313199904289), 'learning_rate': np.float64(0.019031064111492604), 'max_depth': 19, 'min_child_weight': 170, 'n_estimators': 2133, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.4148195023376652), 'reg_lambda': np.float64(0.27340707193070624), 'subsample': np.float64(0.6225501986603709), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7917779010040427)}",-1.5564905712260282,137
"{'colsample_bytree': np.float64(0.8570260798140765), 'learning_rate': np.float64(0.02095098555224364), 'max_depth': 6, 'min_child_weight': 157, 'n_estimators': 2275, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.11833619092338732), 'reg_lambda': np.float64(0.40990488969628824), 'subsample': np.float64(0.9359209142542468), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4070663615464354)}",-1.558885974738638,138
"{'colsample_bytree': np.float64(0.6536060913802563), 'learning_rate': np.float64(0.005514238006727173), 'max_depth': 17, 'min_child_weight': 94, 'n_estimators': 1077, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.21296416150891073), 'reg_lambda': np.float64(0.13637147558676976), 'subsample': np.float64(0.6058178662671527), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3804700470452778)}",-1.5602504574783782,139
"{'colsample_bytree': np.float64(0.9997864992862523), 'learning_rate': np.float64(0.007141414233673621), 'max_depth': 18, 'min_child_weight': 112, 'n_estimators': 1523, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.4759677310116559), 'reg_lambda': np.float64(0.11097752458514809), 'subsample': np.float64(0.8537696581146335), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.716624494611104)}",-1.564083764732979,140
"{'colsample_bytree': np.float64(0.6751371410151097), 'learning_rate': np.float64(0.057834802793367106), 'max_depth': 12, 'min_child_weight': 19, 'n_estimators': 1979, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.07177580622651303), 'reg_lambda': np.float64(0.6826172212234024), 'subsample': np.float64(0.6967726721262119), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.671162106005272)}",-1.564123910392754,141
"{'colsample_bytree': np.float64(0.8045369595443751), 'learning_rate': np.float64(0.027527728913571997), 'max_depth': 15, 'min_child_weight': 29, 'n_estimators': 2868, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.795792669436101), 'reg_lambda': np.float64(0.8900053418175663), 'subsample': np.float64(0.7351980627406143), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4004663621119553)}",-1.564968905286109,142
"{'colsample_bytree': np.float64(0.7850719142678426), 'learning_rate': np.float64(0.013936113283722988), 'max_depth': 17, 'min_child_weight': 162, 'n_estimators': 2692, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.3914821102015019), 'reg_lambda': np.float64(0.531857479688174), 'subsample': np.float64(0.6266476449563267), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2832203127398372)}",-1.565781646960254,143
"{'colsample_bytree': np.float64(0.7382783974015678), 'learning_rate': np.float64(0.009272820471977593), 'max_depth': 12, 'min_child_weight': 113, 'n_estimators': 1211, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.4620058036441327), 'reg_lambda': np.float64(0.9472833396118153), 'subsample': np.float64(0.661340561246432), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5689838656134378)}",-1.565812905311089,144
"{'colsample_bytree': np.float64(0.8065201393204782), 'learning_rate': np.float64(0.014997396548315677), 'max_depth': 19, 'min_child_weight': 129, 'n_estimators': 1330, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.4389714207056361), 'reg_lambda': np.float64(0.07845638134226596), 'subsample': np.float64(0.610140297366183), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8701187317423402)}",-1.56743656218697,145
"{'colsample_bytree': np.float64(0.9474492671822443), 'learning_rate': np.float64(0.07016131528027542), 'max_depth': 17, 'min_child_weight': 36, 'n_estimators': 2209, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7610239909429989), 'reg_lambda': np.float64(0.6262203216314154), 'subsample': np.float64(0.652497951072955), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1260209435930015)}",-1.5674610251154135,146
"{'colsample_bytree': np.float64(0.6944201853385856), 'learning_rate': np.float64(0.006419979066415596), 'max_depth': 16, 'min_child_weight': 89, 'n_estimators': 2493, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.3370031764312863), 'reg_lambda': np.float64(0.8288833658826095), 'subsample': np.float64(0.7723550094647224), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.298971418070104)}",-1.568198140969071,147
"{'colsample_bytree': np.float64(0.7824946035822168), 'learning_rate': np.float64(0.01754308900980779), 'max_depth': 17, 'min_child_weight': 165, 'n_estimators': 1435, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.07100766453325547), 'reg_lambda': np.float64(0.08018001408190345), 'subsample': np.float64(0.7419085167343937), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8533805692951402)}",-1.572457190899481,148
"{'colsample_bytree': np.float64(0.7542047618947689), 'learning_rate': np.float64(0.01591340188706298), 'max_depth': 6, 'min_child_weight': 78, 'n_estimators': 2852, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.541704812410004), 'reg_lambda': np.float64(0.76190181260487), 'subsample': np.float64(0.9334599847750342), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4523530802499394)}",-1.573015522893551,149
"{'colsample_bytree': np.float64(0.8216906056528066), 'learning_rate': np.float64(0.005089730388623881), 'max_depth': 14, 'min_child_weight': 23, 'n_estimators': 2156, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7586763901110049), 'reg_lambda': np.float64(0.6783788228551418), 'subsample': np.float64(0.902505863156581), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.773576297197367)}",-1.5757443479596434,150
"{'colsample_bytree': np.float64(0.9850597274219499), 'learning_rate': np.float64(0.12415885051327911), 'max_depth': 16, 'min_child_weight': 64, 'n_estimators': 1443, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.013001923510736035), 'reg_lambda': np.float64(0.08550853085446808), 'subsample': np.float64(0.6831545020584109), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1212257630990559)}",-1.5766636366412237,151
"{'colsample_bytree': np.float64(0.9382417451959627), 'learning_rate': np.float64(0.05270670627895241), 'max_depth': 6, 'min_child_weight': 108, 'n_estimators': 874, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.3063134987782127), 'reg_lambda': np.float64(0.7889851599207933), 'subsample': np.float64(0.7785678065606328), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7387042724146822)}",-1.5767225427800424,152
"{'colsample_bytree': np.float64(0.7086171663278967), 'learning_rate': np.float64(0.13327969774599377), 'max_depth': 9, 'min_child_weight': 15, 'n_estimators': 1376, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.5406351216101065), 'reg_lambda': np.float64(0.6374299014982066), 'subsample': np.float64(0.8904365334890646), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8806816635700279)}",-1.5775014328870949,153
"{'colsample_bytree': np.float64(0.9050385578776701), 'learning_rate': np.float64(0.11792227740923591), 'max_depth': 13, 'min_child_weight': 76, 'n_estimators': 2333, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.6444702771210337), 'reg_lambda': np.float64(0.8197978049847275), 'subsample': np.float64(0.7333629288636442), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6864409518879948)}",-1.577938451738116,154
"{'colsample_bytree': np.float64(0.9708138179185226), 'learning_rate': np.float64(0.006137510491242347), 'max_depth': 15, 'min_child_weight': 28, 'n_estimators': 2325, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.48587175918632564), 'reg_lambda': np.float64(0.25677656772050794), 'subsample': np.float64(0.7139491607847691), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3458319719410294)}",-1.5787434491599537,155
"{'colsample_bytree': np.float64(0.6481355048139984), 'learning_rate': np.float64(0.005865620879128312), 'max_depth': 11, 'min_child_weight': 12, 'n_estimators': 2411, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.8007696871298751), 'reg_lambda': np.float64(0.6297779229961531), 'subsample': np.float64(0.6865296092146214), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5146082933411138)}",-1.5822813745856124,156
"{'colsample_bytree': np.float64(0.695438743916136), 'learning_rate': np.float64(0.050487420072189766), 'max_depth': 5, 'min_child_weight': 114, 'n_estimators': 2321, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.5343274735305634), 'reg_lambda': np.float64(0.4965611906830777), 'subsample': np.float64(0.7558472344876814), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3381081396074488)}",-1.5828251542833256,157
"{'colsample_bytree': np.float64(0.7697187543539552), 'learning_rate': np.float64(0.006622261269182813), 'max_depth': 18, 'min_child_weight': 90, 'n_estimators': 1746, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.9759908495987925), 'reg_lambda': np.float64(0.6673503980464284), 'subsample': np.float64(0.6041710797589612), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3043307877481758)}",-1.5830059807178074,158
"{'colsample_bytree': np.float64(0.7572390898667042), 'learning_rate': np.float64(0.10390368042325043), 'max_depth': 4, 'min_child_weight': 30, 'n_estimators': 1297, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.5769038846263591), 'reg_lambda': np.float64(0.4925176938188639), 'subsample': np.float64(0.6780971951192178), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6779616922092044)}",-1.584652240002427,159
"{'colsample_bytree': np.float64(0.7487334116954898), 'learning_rate': np.float64(0.0809870689036106), 'max_depth': 13, 'min_child_weight': 67, 'n_estimators': 2506, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.15893828327675652), 'reg_lambda': np.float64(0.46853941676858435), 'subsample': np.float64(0.9777214539831319), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1817548957549753)}",-1.5886400859931868,160
"{'colsample_bytree': np.float64(0.8159442548451347), 'learning_rate': np.float64(0.026144417995489767), 'max_depth': 6, 'min_child_weight': 85, 'n_estimators': 629, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.6411476328852973), 'reg_lambda': np.float64(0.6939484444671), 'subsample': np.float64(0.8170897773390384), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3014392471255622)}",-1.5890784203804342,161
"{'colsample_bytree': np.float64(0.9494794373865381), 'learning_rate': np.float64(0.058663232814109824), 'max_depth': 4, 'min_child_weight': 102, 'n_estimators': 2201, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.5339674725477638), 'reg_lambda': np.float64(0.14213712379345766), 'subsample': np.float64(0.6046826442923616), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4376274081021112)}",-1.5890854191041757,162
"{'colsample_bytree': np.float64(0.7573791386254366), 'learning_rate': np.float64(0.08352797978229798), 'max_depth': 16, 'min_child_weight': 66, 'n_estimators': 664, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.9795508403817569), 'reg_lambda': np.float64(0.14496507237981704), 'subsample': np.float64(0.8900622910204459), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2529525611718313)}",-1.5903902038559214,163
"{'colsample_bytree': np.float64(0.9533121035675474), 'learning_rate': np.float64(0.015068392659153676), 'max_depth': 9, 'min_child_weight': 199, 'n_estimators': 1908, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.6476901205413623), 'reg_lambda': np.float64(0.0005203769953158188), 'subsample': np.float64(0.7410275425336676), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3438250065264232)}",-1.5904225963689358,164
"{'colsample_bytree': np.float64(0.642103674078805), 'learning_rate': np.float64(0.008834472502717298), 'max_depth': 7, 'min_child_weight': 167, 'n_estimators': 1899, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.5319127065242634), 'reg_lambda': np.float64(0.13578904706393713), 'subsample': np.float64(0.6397208811014772), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.267091256564592)}",-1.5908914498981013,165
"{'colsample_bytree': np.float64(0.7380330511289547), 'learning_rate': np.float64(0.016309691057521888), 'max_depth': 8, 'min_child_weight': 10, 'n_estimators': 2780, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.8942172628959257), 'reg_lambda': np.float64(0.1287483982996439), 'subsample': np.float64(0.7320398053240622), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3572662117440233)}",-1.5931110270840885,166
"{'colsample_bytree': np.float64(0.8738286191519333), 'learning_rate': np.float64(0.006741582585446432), 'max_depth': 7, 'min_child_weight': 82, 'n_estimators': 2494, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.47157618855015837), 'reg_lambda': np.float64(0.41184091414726853), 'subsample': np.float64(0.7395473066171981), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8436233153982609)}",-1.593521608885062,167
"{'colsample_bytree': np.float64(0.749816047538945), 'learning_rate': np.float64(0.12684995383408856), 'max_depth': 13, 'min_child_weight': 81, 'n_estimators': 2138, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.15599452033620265), 'reg_lambda': np.float64(0.05808361216819946), 'subsample': np.float64(0.9464704583099741), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.580892009394567)}",-1.5958737969209564,168
"{'colsample_bytree': np.float64(0.7369534544134186), 'learning_rate': np.float64(0.020400284713832775), 'max_depth': 7, 'min_child_weight': 198, 'n_estimators': 1876, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.2975484513188206), 'reg_lambda': np.float64(0.5650219928590161), 'subsample': np.float64(0.8755541208200363), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7986583326886463)}",-1.5963266100891338,169
"{'colsample_bytree': np.float64(0.8606842591643873), 'learning_rate': np.float64(0.07878642953822161), 'max_depth': 8, 'min_child_weight': 51, 'n_estimators': 2568, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.8920846889402344), 'reg_lambda': np.float64(0.9553346865039283), 'subsample': np.float64(0.914761354502118), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3523255165984103)}",-1.597829929823773,170
"{'colsample_bytree': np.float64(0.7209332997405975), 'learning_rate': np.float64(0.012079225620185556), 'max_depth': 19, 'min_child_weight': 94, 'n_estimators': 882, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.9664173858664074), 'reg_lambda': np.float64(0.5577088262500439), 'subsample': np.float64(0.7389108156122031), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5643740807949569)}",-1.5982874706335497,171
"{'colsample_bytree': np.float64(0.8674290586891655), 'learning_rate': np.float64(0.0502860846684586), 'max_depth': 4, 'min_child_weight': 60, 'n_estimators': 2366, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.010131184027743378), 'reg_lambda': np.float64(0.6360960464095422), 'subsample': np.float64(0.9653147790304947), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5900587746758554)}",-1.5994930302008483,172
"{'colsample_bytree': np.float64(0.7123089449763423), 'learning_rate': np.float64(0.005431097947559633), 'max_depth': 19, 'min_child_weight': 26, 'n_estimators': 1743, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.9539285770025874), 'reg_lambda': np.float64(0.9148643902204485), 'subsample': np.float64(0.7480634801021777), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.112365293223094)}",-1.5999005025209367,173
"{'colsample_bytree': np.float64(0.9386057354761113), 'learning_rate': np.float64(0.1138507559755137), 'max_depth': 15, 'min_child_weight': 158, 'n_estimators': 2427, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7284906771616132), 'reg_lambda': np.float64(0.7764474464997246), 'subsample': np.float64(0.8624647350724286), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2419430155757656)}",-1.6010917931850457,174
"{'colsample_bytree': np.float64(0.9536825853393631), 'learning_rate': np.float64(0.01086104175301183), 'max_depth': 11, 'min_child_weight': 24, 'n_estimators': 509, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.3607725191105998), 'reg_lambda': np.float64(0.9058911047877604), 'subsample': np.float64(0.9079778801006716), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5453096463493738)}",-1.6030221417232495,175
"{'colsample_bytree': np.float64(0.82448911531301), 'learning_rate': np.float64(0.029653901732456807), 'max_depth': 4, 'min_child_weight': 37, 'n_estimators': 2590, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.7916999884533517), 'reg_lambda': np.float64(0.5488386567200587), 'subsample': np.float64(0.8451600643447796), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2809176412719527)}",-1.6051150130523393,176
"{'colsample_bytree': np.float64(0.8496595631396536), 'learning_rate': np.float64(0.02012429420013576), 'max_depth': 11, 'min_child_weight': 62, 'n_estimators': 2390, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7636057941597608), 'reg_lambda': np.float64(0.14011317576645255), 'subsample': np.float64(0.9473871903591651), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.489944958599611)}",-1.605177458709592,177
"{'colsample_bytree': np.float64(0.6166691602409536), 'learning_rate': np.float64(0.00667141709508292), 'max_depth': 13, 'min_child_weight': 138, 'n_estimators': 907, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.01210847523488745), 'reg_lambda': np.float64(0.9565013982994801), 'subsample': np.float64(0.8950033437836027), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3826011268016514)}",-1.6075896730092816,178
"{'colsample_bytree': np.float64(0.6725741740359189), 'learning_rate': np.float64(0.03632395144126842), 'max_depth': 4, 'min_child_weight': 138, 'n_estimators': 2439, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.2594234334312925), 'reg_lambda': np.float64(0.3796924081672669), 'subsample': np.float64(0.836117977005923), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.314450912658301)}",-1.6091144478849393,179
"{'colsample_bytree': np.float64(0.9487331115892484), 'learning_rate': np.float64(0.021854029015178293), 'max_depth': 14, 'min_child_weight': 91, 'n_estimators': 2489, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.6532630192373301), 'reg_lambda': np.float64(0.3323146253551089), 'subsample': np.float64(0.816991454287747), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4946214774270397)}",-1.6093514425406743,180
"{'colsample_bytree': np.float64(0.760475165615593), 'learning_rate': np.float64(0.01741841479614467), 'max_depth': 8, 'min_child_weight': 178, 'n_estimators': 1207, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.5190597909082704), 'reg_lambda': np.float64(0.0676125635922149), 'subsample': np.float64(0.9201426031289446), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2869696655283465)}",-1.6100742999587527,181
"{'colsample_bytree': np.float64(0.8770503808904657), 'learning_rate': np.float64(0.08649040138353753), 'max_depth': 13, 'min_child_weight': 167, 'n_estimators': 2661, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.6178472402012138), 'reg_lambda': np.float64(0.8689049844787182), 'subsample': np.float64(0.8282438986555318), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1243096477574697)}",-1.6114932660544965,182
"{'colsample_bytree': np.float64(0.6720269089397194), 'learning_rate': np.float64(0.05343023988626815), 'max_depth': 5, 'min_child_weight': 105, 'n_estimators': 1166, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.9731103492701043), 'reg_lambda': np.float64(0.6019353955409602), 'subsample': np.float64(0.6895396263625282), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7574325094755596)}",-1.611577360097284,183
"{'colsample_bytree': np.float64(0.7383739970187851), 'learning_rate': np.float64(0.017661974258464205), 'max_depth': 19, 'min_child_weight': 188, 'n_estimators': 1107, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.43861541918959046), 'reg_lambda': np.float64(0.7252576604151365), 'subsample': np.float64(0.7946675765698812), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7987385904653286)}",-1.6123766756721425,184
"{'colsample_bytree': np.float64(0.9713274250350902), 'learning_rate': np.float64(0.021451116956023582), 'max_depth': 5, 'min_child_weight': 197, 'n_estimators': 1492, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.30569701928718185), 'reg_lambda': np.float64(0.19091103115034602), 'subsample': np.float64(0.7073899427560627), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4882238994210526)}",-1.613640293021208,185
"{'colsample_bytree': np.float64(0.836965827544817), 'learning_rate': np.float64(0.005855754977762046), 'max_depth': 9, 'min_child_weight': 30, 'n_estimators': 2714, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.9488855372533332), 'reg_lambda': np.float64(0.9656320330745594), 'subsample': np.float64(0.9233589392465844), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3436910153386967)}",-1.6149319830476454,186
"{'colsample_bytree': np.float64(0.8679669858200156), 'learning_rate': np.float64(0.0058104224759712424), 'max_depth': 18, 'min_child_weight': 154, 'n_estimators': 2317, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.4732101180813334), 'reg_lambda': np.float64(0.31285485650558753), 'subsample': np.float64(0.6482090315145858), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6848189371666256)}",-1.6151027053344529,187
"{'colsample_bytree': np.float64(0.8215208962849505), 'learning_rate': np.float64(0.014134044601457067), 'max_depth': 6, 'min_child_weight': 64, 'n_estimators': 761, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.7862759567570945), 'reg_lambda': np.float64(0.5745873823177666), 'subsample': np.float64(0.8266301448685675), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4128342104465397)}",-1.615506926791554,188
"{'colsample_bytree': np.float64(0.9212103591330654), 'learning_rate': np.float64(0.03128791231557758), 'max_depth': 18, 'min_child_weight': 115, 'n_estimators': 1943, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7161506742231936), 'reg_lambda': np.float64(0.27262400073353377), 'subsample': np.float64(0.7654196406101406), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1975088746695581)}",-1.6169365372918854,189
"{'colsample_bytree': np.float64(0.9997654903082667), 'learning_rate': np.float64(0.005890945863323509), 'max_depth': 11, 'min_child_weight': 170, 'n_estimators': 1612, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.7823854840582735), 'reg_lambda': np.float64(0.5670162609866678), 'subsample': np.float64(0.8953796837005306), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8028124490410784)}",-1.6189646568064997,190
"{'colsample_bytree': np.float64(0.7042853199679666), 'learning_rate': np.float64(0.006328007892141254), 'max_depth': 12, 'min_child_weight': 158, 'n_estimators': 1151, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.9799703293588506), 'reg_lambda': np.float64(0.6018815896363221), 'subsample': np.float64(0.8329690632828985), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6984585435436257)}",-1.6197682319424018,191
"{'colsample_bytree': np.float64(0.9452413703502374), 'learning_rate': np.float64(0.04165401945150998), 'max_depth': 4, 'min_child_weight': 42, 'n_estimators': 1002, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.6688412526636073), 'reg_lambda': np.float64(0.6659223566174967), 'subsample': np.float64(0.8365191150830908), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3197774343920514)}",-1.6211130580062982,192
"{'colsample_bytree': np.float64(0.6230235040066577), 'learning_rate': np.float64(0.03241087803081), 'max_depth': 7, 'min_child_weight': 172, 'n_estimators': 1738, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.3509150125520787), 'reg_lambda': np.float64(0.11706701642760586), 'subsample': np.float64(0.6571966728211344), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.709208505373978)}",-1.6214225513122067,193
