params,mean_test_score,rank_test_score
"{'colsample_bytree': np.float64(0.6988924297612709), 'learning_rate': np.float64(0.09664362044751082), 'max_depth': 17, 'min_child_weight': 23, 'n_estimators': 1003, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.3592333693997657), 'reg_lambda': np.float64(0.5929508514349274), 'subsample': np.float64(0.6654095490340091), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4128652293214086)}",-1.5075061623414467,64
"{'colsample_bytree': np.float64(0.6384706204365683), 'learning_rate': np.float64(0.12252844131155877), 'max_depth': 10, 'min_child_weight': 137, 'n_estimators': 2885, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.6756901170392807), 'reg_lambda': np.float64(0.7352161192407721), 'subsample': np.float64(0.6836286482950855), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5331583790620527)}",-1.5078947677461585,65
"{'colsample_bytree': np.float64(0.7039015135041304), 'learning_rate': np.float64(0.0585530106545662), 'max_depth': 8, 'min_child_weight': 46, 'n_estimators': 2211, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.8944799309680674), 'reg_lambda': np.float64(0.9914753351450482), 'subsample': np.float64(0.624606810495694), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.806325015309969)}",-1.5079292639608726,66
"{'colsample_bytree': np.float64(0.8028204415461764), 'learning_rate': np.float64(0.0382344530479121), 'max_depth': 10, 'min_child_weight': 110, 'n_estimators': 2415, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.31316199481728235), 'reg_lambda': np.float64(0.7985932723827512), 'subsample': np.float64(0.9871023508413556), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7854991488600755)}",-1.508912059458029,67
"{'colsample_bytree': np.float64(0.7021973378622419), 'learning_rate': np.float64(0.12510338101917426), 'max_depth': 10, 'min_child_weight': 67, 'n_estimators': 1380, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.5525136147827252), 'reg_lambda': np.float64(0.0941519101256979), 'subsample': np.float64(0.7374652770436412), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3259447189492095)}",-1.5092852954773774,68
"{'colsample_bytree': np.float64(0.8899306239496233), 'learning_rate': np.float64(0.037610967536483506), 'max_depth': 14, 'min_child_weight': 150, 'n_estimators': 2060, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.6157420219422428), 'reg_lambda': np.float64(0.3290174378146622), 'subsample': np.float64(0.788073037078666), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6954232524759645)}",-1.5094424083000513,69
"{'colsample_bytree': np.float64(0.8947494979776729), 'learning_rate': np.float64(0.09406453351558854), 'max_depth': 19, 'min_child_weight': 159, 'n_estimators': 2966, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.54669741271407), 'reg_lambda': np.float64(0.23194709611597542), 'subsample': np.float64(0.7563623983622059), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5755810681489386)}",-1.5095681736613311,70
"{'colsample_bytree': np.float64(0.9341209982356952), 'learning_rate': np.float64(0.014886789806131891), 'max_depth': 8, 'min_child_weight': 102, 'n_estimators': 2294, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.2202410475655483), 'reg_lambda': np.float64(0.7111495324380178), 'subsample': np.float64(0.9238004184558861), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3789327898333836)}",-1.510432891396534,71
"{'colsample_bytree': np.float64(0.9486147224609505), 'learning_rate': np.float64(0.13706647751540135), 'max_depth': 14, 'min_child_weight': 173, 'n_estimators': 1262, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.5943958592285453), 'reg_lambda': np.float64(0.3836122604056218), 'subsample': np.float64(0.6262504578296052), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.757210357925953)}",-1.5105818492669272,72
"{'colsample_bytree': np.float64(0.7315006441150033), 'learning_rate': np.float64(0.043110183257536794), 'max_depth': 18, 'min_child_weight': 124, 'n_estimators': 2658, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.46011915898357203), 'reg_lambda': np.float64(0.5847661059491537), 'subsample': np.float64(0.7601201955641126), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6581340589575455)}",-1.51155396982132,73
"{'colsample_bytree': np.float64(0.8950262996371308), 'learning_rate': np.float64(0.029840961613103855), 'max_depth': 11, 'min_child_weight': 77, 'n_estimators': 1558, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.06468689351513157), 'reg_lambda': np.float64(0.9558244837207522), 'subsample': np.float64(0.6100567833109091), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6555603649045671)}",-1.5118249749303616,74
"{'colsample_bytree': np.float64(0.8023554715537864), 'learning_rate': np.float64(0.040009401220082605), 'max_depth': 17, 'min_child_weight': 113, 'n_estimators': 1327, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.9321182824836124), 'reg_lambda': np.float64(0.5651331835892089), 'subsample': np.float64(0.8786603295507569), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8379995049418367)}",-1.5120990195425053,75
"{'colsample_bytree': np.float64(0.846857994641612), 'learning_rate': np.float64(0.05533063491613014), 'max_depth': 13, 'min_child_weight': 174, 'n_estimators': 2520, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.7817903298450294), 'reg_lambda': np.float64(0.7053855941122036), 'subsample': np.float64(0.7785474586050343), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7913729421393354)}",-1.5125459816174005,76
"{'colsample_bytree': np.float64(0.8268683119677542), 'learning_rate': np.float64(0.013128618730707899), 'max_depth': 16, 'min_child_weight': 62, 'n_estimators': 2262, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.2999191115069847), 'reg_lambda': np.float64(0.7431931987316034), 'subsample': np.float64(0.6192571343913413), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.82231599615359)}",-1.5134017461333262,77
"{'colsample_bytree': np.float64(0.936579021233904), 'learning_rate': np.float64(0.024838095717736042), 'max_depth': 17, 'min_child_weight': 100, 'n_estimators': 1430, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.12626474156450274), 'reg_lambda': np.float64(0.676177562075434), 'subsample': np.float64(0.7300416061726795), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.649061757348878)}",-1.513719082563553,78
"{'colsample_bytree': np.float64(0.9582906903704691), 'learning_rate': np.float64(0.03635175435336587), 'max_depth': 10, 'min_child_weight': 178, 'n_estimators': 2937, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.9404485057361726), 'reg_lambda': np.float64(0.0827154615243535), 'subsample': np.float64(0.9723549488243234), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7613717279448147)}",-1.513814520985628,79
"{'colsample_bytree': np.float64(0.7924247535376345), 'learning_rate': np.float64(0.10144248680443702), 'max_depth': 13, 'min_child_weight': 177, 'n_estimators': 682, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.06535634079894237), 'reg_lambda': np.float64(0.31529033783061033), 'subsample': np.float64(0.8157965169501349), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7325785318711708)}",-1.5140464074473854,80
"{'colsample_bytree': np.float64(0.7545395639393262), 'learning_rate': np.float64(0.023113109177004904), 'max_depth': 19, 'min_child_weight': 88, 'n_estimators': 1355, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.15016900081704165), 'reg_lambda': np.float64(0.7374337687214856), 'subsample': np.float64(0.8048887683250698), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6441822233666827)}",-1.5148273528139533,81
"{'colsample_bytree': np.float64(0.9494708456745355), 'learning_rate': np.float64(0.1420955944153415), 'max_depth': 12, 'min_child_weight': 167, 'n_estimators': 1420, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.4213570022770702), 'reg_lambda': np.float64(0.7375823015888915), 'subsample': np.float64(0.695510858307321), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1883792905051158)}",-1.5154548218674937,82
"{'colsample_bytree': np.float64(0.7328397461572546), 'learning_rate': np.float64(0.015990259899585402), 'max_depth': 9, 'min_child_weight': 66, 'n_estimators': 2559, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.6630073461417759), 'reg_lambda': np.float64(0.548382036195654), 'subsample': np.float64(0.9517020459385539), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6404640735602078)}",-1.516401206696178,83
"{'colsample_bytree': np.float64(0.987764928934115), 'learning_rate': np.float64(0.012029965568626), 'max_depth': 7, 'min_child_weight': 14, 'n_estimators': 2546, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.7734731256866006), 'reg_lambda': np.float64(0.13087366071834983), 'subsample': np.float64(0.9879284180314178), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4630316331069115)}",-1.5164967656975232,84
"{'colsample_bytree': np.float64(0.9527711033218575), 'learning_rate': np.float64(0.021400509275758272), 'max_depth': 7, 'min_child_weight': 34, 'n_estimators': 2678, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.029364159102392318), 'reg_lambda': np.float64(0.8229584462214861), 'subsample': np.float64(0.6839011790734726), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.403221700975278)}",-1.5166118057714784,85
"{'colsample_bytree': np.float64(0.6259568988435926), 'learning_rate': np.float64(0.01185861198566214), 'max_depth': 14, 'min_child_weight': 48, 'n_estimators': 2136, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.9977404850489419), 'reg_lambda': np.float64(0.266781014275285), 'subsample': np.float64(0.9906459823330611), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.428829610654585)}",-1.5169765830224835,86
"{'colsample_bytree': np.float64(0.9289689494673113), 'learning_rate': np.float64(0.09240459343386552), 'max_depth': 17, 'min_child_weight': 50, 'n_estimators': 2570, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.5821987465941139), 'reg_lambda': np.float64(0.3711724234376276), 'subsample': np.float64(0.8404296667200932), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6644686901150598)}",-1.517395786006547,87
"{'colsample_bytree': np.float64(0.965694606380588), 'learning_rate': np.float64(0.07961620731037782), 'max_depth': 14, 'min_child_weight': 142, 'n_estimators': 803, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.24606965879799825), 'reg_lambda': np.float64(0.47669547504115917), 'subsample': np.float64(0.7577461295273401), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5395313907443628)}",-1.5175422548822148,88
"{'colsample_bytree': np.float64(0.8377163002247099), 'learning_rate': np.float64(0.12084230011321946), 'max_depth': 8, 'min_child_weight': 169, 'n_estimators': 2384, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.6195879548978296), 'reg_lambda': np.float64(0.6502010923981534), 'subsample': np.float64(0.6608099412514592), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1490797016885346)}",-1.5176263280112734,89
"{'colsample_bytree': np.float64(0.7209789913157519), 'learning_rate': np.float64(0.02659832200144502), 'max_depth': 13, 'min_child_weight': 170, 'n_estimators': 1739, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.3865405068230279), 'reg_lambda': np.float64(0.5112754622007512), 'subsample': np.float64(0.7969301920004728), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.561823223386505)}",-1.5191197999544646,90
"{'colsample_bytree': np.float64(0.6011525006662458), 'learning_rate': np.float64(0.09284385855158962), 'max_depth': 15, 'min_child_weight': 150, 'n_estimators': 1623, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.7196538166105304), 'reg_lambda': np.float64(0.37116161478574183), 'subsample': np.float64(0.9479052706726843), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6843970887670323)}",-1.5191547240200003,91
"{'colsample_bytree': np.float64(0.925160403652031), 'learning_rate': np.float64(0.14985603180171517), 'max_depth': 8, 'min_child_weight': 12, 'n_estimators': 1960, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.7689874151805105), 'reg_lambda': np.float64(0.944765729882428), 'subsample': np.float64(0.9398589562709646), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2978784813945583)}",-1.5194755235298918,92
"{'colsample_bytree': np.float64(0.9462308582498209), 'learning_rate': np.float64(0.14048855128295734), 'max_depth': 17, 'min_child_weight': 13, 'n_estimators': 1402, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.4764833837782927), 'reg_lambda': np.float64(0.9961229496394411), 'subsample': np.float64(0.6237886275469123), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1025342788645616)}",-1.520857812460698,93
"{'colsample_bytree': np.float64(0.7537306588638727), 'learning_rate': np.float64(0.05045351769762282), 'max_depth': 14, 'min_child_weight': 196, 'n_estimators': 2541, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.786345014415552), 'reg_lambda': np.float64(0.08941100231225951), 'subsample': np.float64(0.7670323103139713), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8032946460497319)}",-1.5209996916403328,94
"{'colsample_bytree': np.float64(0.7562913462454453), 'learning_rate': np.float64(0.07554768717559039), 'max_depth': 9, 'min_child_weight': 189, 'n_estimators': 2314, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.3973813904853165), 'reg_lambda': np.float64(0.0934079719752956), 'subsample': np.float64(0.7764288633003135), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.256487418435612)}",-1.5211296332975874,95
"{'colsample_bytree': np.float64(0.9748913948945804), 'learning_rate': np.float64(0.05188724661461513), 'max_depth': 6, 'min_child_weight': 26, 'n_estimators': 1417, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.5821704601762733), 'reg_lambda': np.float64(0.34588305695295674), 'subsample': np.float64(0.8483662071069908), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1365936270500103)}",-1.5215183061659006,96
"{'colsample_bytree': np.float64(0.9683391391262748), 'learning_rate': np.float64(0.04072276804996044), 'max_depth': 16, 'min_child_weight': 24, 'n_estimators': 2753, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.12518579220255044), 'reg_lambda': np.float64(0.6855652872289714), 'subsample': np.float64(0.7721223579597851), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2604197813602696)}",-1.5217176967077433,97
"{'colsample_bytree': np.float64(0.9749413176863457), 'learning_rate': np.float64(0.05518813103627493), 'max_depth': 6, 'min_child_weight': 135, 'n_estimators': 1509, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.43685070261517955), 'reg_lambda': np.float64(0.7295082286523967), 'subsample': np.float64(0.9062051595964439), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.227126534135483)}",-1.522121374025999,98
"{'colsample_bytree': np.float64(0.6658623412571767), 'learning_rate': np.float64(0.0307528123063396), 'max_depth': 7, 'min_child_weight': 60, 'n_estimators': 1757, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.16829104217293056), 'reg_lambda': np.float64(0.21876421957307024), 'subsample': np.float64(0.8232408008069365), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4230689368464327)}",-1.522830435483511,99
"{'colsample_bytree': np.float64(0.9733745232317932), 'learning_rate': np.float64(0.0274831600068713), 'max_depth': 7, 'min_child_weight': 13, 'n_estimators': 835, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.9442515971251674), 'reg_lambda': np.float64(0.8671989335550038), 'subsample': np.float64(0.8545614389784044), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.74075943574592)}",-1.5235115845989533,100
"{'colsample_bytree': np.float64(0.9336578388002703), 'learning_rate': np.float64(0.062050178826317116), 'max_depth': 7, 'min_child_weight': 150, 'n_estimators': 2267, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.8219266359399297), 'reg_lambda': np.float64(0.809183171139031), 'subsample': np.float64(0.9537697102007908), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6600274182176835)}",-1.524106804375151,101
"{'colsample_bytree': np.float64(0.7225014483146447), 'learning_rate': np.float64(0.041738785200443135), 'max_depth': 8, 'min_child_weight': 187, 'n_estimators': 2008, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.4497846488213225), 'reg_lambda': np.float64(0.19462251182076507), 'subsample': np.float64(0.7471037403509159), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4313038020231417)}",-1.5248083611230714,102
"{'colsample_bytree': np.float64(0.82311336694801), 'learning_rate': np.float64(0.060010798124416356), 'max_depth': 10, 'min_child_weight': 159, 'n_estimators': 1965, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.17530294235765964), 'reg_lambda': np.float64(0.6900048908206657), 'subsample': np.float64(0.6803734754636226), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5286621475784652)}",-1.5264813942645097,103
"{'colsample_bytree': np.float64(0.8665541654312825), 'learning_rate': np.float64(0.13364087400183733), 'max_depth': 14, 'min_child_weight': 20, 'n_estimators': 2308, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.9439823053632096), 'reg_lambda': np.float64(0.26896803159538596), 'subsample': np.float64(0.7901626431400295), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6074717917689636)}",-1.5271270400127692,104
"{'colsample_bytree': np.float64(0.6249365450044966), 'learning_rate': np.float64(0.008264156961108342), 'max_depth': 9, 'min_child_weight': 12, 'n_estimators': 2146, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.5116774421156661), 'reg_lambda': np.float64(0.5321134852653157), 'subsample': np.float64(0.6428688045359104), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.457929893458764)}",-1.5281262725560356,105
"{'colsample_bytree': np.float64(0.6847929963608954), 'learning_rate': np.float64(0.08097312136205582), 'max_depth': 17, 'min_child_weight': 158, 'n_estimators': 629, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.34609972653778553), 'reg_lambda': np.float64(0.9756102008599149), 'subsample': np.float64(0.8563888309381328), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.757984450907489)}",-1.5284467084220348,106
"{'colsample_bytree': np.float64(0.8828954537253595), 'learning_rate': np.float64(0.008400181441506543), 'max_depth': 11, 'min_child_weight': 60, 'n_estimators': 1930, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.11323804584075525), 'reg_lambda': np.float64(0.9848411989623346), 'subsample': np.float64(0.9355592345783736), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1997301449626137)}",-1.5284604670672652,107
"{'colsample_bytree': np.float64(0.6470575952637301), 'learning_rate': np.float64(0.06189298102271783), 'max_depth': 18, 'min_child_weight': 138, 'n_estimators': 1074, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.9841103190364978), 'reg_lambda': np.float64(0.6679199988036271), 'subsample': np.float64(0.8538685093015765), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2327639162366282)}",-1.528827769089371,108
"{'colsample_bytree': np.float64(0.9170085567851677), 'learning_rate': np.float64(0.024020441073536927), 'max_depth': 9, 'min_child_weight': 94, 'n_estimators': 1807, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.47554603748682667), 'reg_lambda': np.float64(0.5430245839576632), 'subsample': np.float64(0.6910998944412838), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8712230777324113)}",-1.529703740565655,109
"{'colsample_bytree': np.float64(0.8180107675587753), 'learning_rate': np.float64(0.14237921871055778), 'max_depth': 15, 'min_child_weight': 11, 'n_estimators': 712, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.0918708877100447), 'reg_lambda': np.float64(0.9651297421269965), 'subsample': np.float64(0.7953576520259759), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.220540886167902)}",-1.530003272156233,110
"{'colsample_bytree': np.float64(0.9778928089165642), 'learning_rate': np.float64(0.024511997919517404), 'max_depth': 15, 'min_child_weight': 162, 'n_estimators': 1271, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.40158023642548746), 'reg_lambda': np.float64(0.8378257352832454), 'subsample': np.float64(0.6922276783220076), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7645140142004998)}",-1.5305463782141562,111
"{'colsample_bytree': np.float64(0.8909087983425683), 'learning_rate': np.float64(0.015181347259507495), 'max_depth': 16, 'min_child_weight': 199, 'n_estimators': 2843, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.388677289689482), 'reg_lambda': np.float64(0.2713490317738959), 'subsample': np.float64(0.9314950036607718), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3854026613548716)}",-1.534250652927349,112
"{'colsample_bytree': np.float64(0.7526447759468801), 'learning_rate': np.float64(0.0077498835257738125), 'max_depth': 16, 'min_child_weight': 93, 'n_estimators': 2404, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.4214440415792474), 'reg_lambda': np.float64(0.027175016090844162), 'subsample': np.float64(0.9864973642827193), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2019631675382954)}",-1.5356015514439971,113
"{'colsample_bytree': np.float64(0.7123738038749523), 'learning_rate': np.float64(0.03166634387660921), 'max_depth': 11, 'min_child_weight': 166, 'n_estimators': 2562, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.07455064367977082), 'reg_lambda': np.float64(0.9868869366005173), 'subsample': np.float64(0.908897907718663), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.258972545227338)}",-1.5365296296780686,114
"{'colsample_bytree': np.float64(0.8029870935043345), 'learning_rate': np.float64(0.005109785989410603), 'max_depth': 15, 'min_child_weight': 55, 'n_estimators': 2190, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.5598443123088295), 'reg_lambda': np.float64(0.11584385678025766), 'subsample': np.float64(0.7506781447947195), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.10725792372218)}",-1.5384420016910068,115
"{'colsample_bytree': np.float64(0.6088107684895268), 'learning_rate': np.float64(0.036350638479949494), 'max_depth': 9, 'min_child_weight': 74, 'n_estimators': 2193, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.03366917821387272), 'reg_lambda': np.float64(0.21462807325880284), 'subsample': np.float64(0.7664485712284369), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7076891429598373)}",-1.538844048391206,116
"{'colsample_bytree': np.float64(0.6530098690967393), 'learning_rate': np.float64(0.09381448913699308), 'max_depth': 6, 'min_child_weight': 104, 'n_estimators': 2305, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.6062529377509774), 'reg_lambda': np.float64(0.7648098009029954), 'subsample': np.float64(0.669935450904165), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.502052861170754)}",-1.538995214803832,117
"{'colsample_bytree': np.float64(0.8064316081774466), 'learning_rate': np.float64(0.109144206303011), 'max_depth': 5, 'min_child_weight': 65, 'n_estimators': 2389, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.8644928803073485), 'reg_lambda': np.float64(0.7339099189537017), 'subsample': np.float64(0.8085041248721659), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7945286432412377)}",-1.5401613572634505,118
"{'colsample_bytree': np.float64(0.9496890098740703), 'learning_rate': np.float64(0.026791569019941616), 'max_depth': 13, 'min_child_weight': 156, 'n_estimators': 1406, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.929426694473114), 'reg_lambda': np.float64(0.16520393933785016), 'subsample': np.float64(0.7559489411766176), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6838882470787828)}",-1.5411890651347846,119
"{'colsample_bytree': np.float64(0.6826737439506981), 'learning_rate': np.float64(0.012695324567049207), 'max_depth': 14, 'min_child_weight': 104, 'n_estimators': 1253, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.3365542148887265), 'reg_lambda': np.float64(0.6557226353807422), 'subsample': np.float64(0.754158648386226), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6452909351782319)}",-1.5426592869577485,120
"{'colsample_bytree': np.float64(0.6390688456025535), 'learning_rate': np.float64(0.0512466110846208), 'max_depth': 17, 'min_child_weight': 197, 'n_estimators': 1978, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.8331949117361643), 'reg_lambda': np.float64(0.17336465350777208), 'subsample': np.float64(0.7564242430292963), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.24578887023045)}",-1.5436848729207886,121
"{'colsample_bytree': np.float64(0.8130469065820093), 'learning_rate': np.float64(0.01140586793972977), 'max_depth': 7, 'min_child_weight': 37, 'n_estimators': 1213, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.3220791655831783), 'reg_lambda': np.float64(0.21144800699654465), 'subsample': np.float64(0.7309989408711659), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.195809705455401)}",-1.5450725916646129,122
"{'colsample_bytree': np.float64(0.6326105958209707), 'learning_rate': np.float64(0.019707699520963184), 'max_depth': 17, 'min_child_weight': 106, 'n_estimators': 1402, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.8682725054083805), 'reg_lambda': np.float64(0.727169069766308), 'subsample': np.float64(0.8970826084799923), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4403946675584605)}",-1.5452974231815468,123
"{'colsample_bytree': np.float64(0.8783137597380328), 'learning_rate': np.float64(0.01087842693886631), 'max_depth': 18, 'min_child_weight': 99, 'n_estimators': 1123, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.5166358912710143), 'reg_lambda': np.float64(0.260829174830409), 'subsample': np.float64(0.9985014799031697), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.872335481031035)}",-1.545979738213871,124
"{'colsample_bytree': np.float64(0.9575570332203831), 'learning_rate': np.float64(0.07308423517647818), 'max_depth': 8, 'min_child_weight': 194, 'n_estimators': 1620, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.24848913981446574), 'reg_lambda': np.float64(0.743946292572677), 'subsample': np.float64(0.6134129738943117), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5559117478970532)}",-1.5463196403040365,125
"{'colsample_bytree': np.float64(0.6173603133192691), 'learning_rate': np.float64(0.11608612658385907), 'max_depth': 7, 'min_child_weight': 173, 'n_estimators': 1750, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.969302535619099), 'reg_lambda': np.float64(0.5230978441701488), 'subsample': np.float64(0.851759455254105), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6565989511876937)}",-1.5470252410178502,126
"{'colsample_bytree': np.float64(0.618786386710022), 'learning_rate': np.float64(0.00880218926679639), 'max_depth': 13, 'min_child_weight': 60, 'n_estimators': 1192, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.24534910968132095), 'reg_lambda': np.float64(0.38929561404197655), 'subsample': np.float64(0.7154774947082799), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3845381731719595)}",-1.5477140116490242,127
"{'colsample_bytree': np.float64(0.9909865545259143), 'learning_rate': np.float64(0.009900639222216453), 'max_depth': 17, 'min_child_weight': 115, 'n_estimators': 1386, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.951549974355327), 'reg_lambda': np.float64(0.12421996672805935), 'subsample': np.float64(0.9584885210740153), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.575821309901549)}",-1.549601441705943,128
