,disk_ID,disk_capacity,disk_if_local,disk_attr,disk_type,disk_if_VIP,disk_pay,vm_cpu,vm_mem,avg_rbw,avg_wbw,peak_rbw,peak_wbw,timestamp_num,burst_label,RBW_mul,WBW_mul,cluster_index,pre_burst_label,belong_to_cluster
95,6bf6f6c3-dd4d-4ba3-a604-64c9381b235c,100,0,cbsPremium,0,1,prepay,16.0,32.0,69.13063844552394,52.50195176960444,175.0,718.0,69168,0,2.531439083090529,13.675682061322528,1,0,0
96,864ca972-c68f-4de2-b933-2daa602ac614,100,0,cbsPremium,0,1,prepay,16.0,32.0,68.44306615776081,52.815348137867225,258.0,715.0,69168,0,3.7695564281896976,13.537731458923464,1,0,0
97,b01a577f-f5a2-4b84-826c-04e6f9bd0d86,100,0,cbsPremium,0,1,prepay,16.0,32.0,66.15825846579129,51.44135855793596,177.0,723.0,69456,0,2.675402952021811,14.054838757528524,1,0,0
98,b59e1afa-940c-4387-941b-306da1dfcd70,100,0,cbsPremium,0,1,prepay,180.0,464.0,166.91923607403453,130.35284303256807,837.0,2420.0,89904,0,5.014401094124114,18.56499592721099,1,0,0
99,0f9838fc-6fdc-4856-a3f5-d60abcf8a8c8,2000,0,cbsPremium,1,1,prepay,16.0,32.0,640.1157589016294,5178.973370549185,1157.0,15594.0,79536,0,1.8074855741487896,3.0110214678216023,1,0,1
100,176c8a9b-c9f2-4c15-874f-0fcf1cd8c843,100,0,cbsPremium,0,1,prepay,16.0,32.0,47.93564370573452,46.85913582362349,189.0,754.0,70032,0,3.942786314923106,16.09077902840623,1,0,0
101,2013427d-3507-4fc3-b691-39c6731a1db4,100,0,cbsPremium,0,1,prepay,16.0,32.0,67.75482636509024,52.85690827050491,207.0,772.0,70032,0,3.055132912371449,14.605470226316465,1,0,0
102,3c03138f-a1d6-4706-a66e-6db1f01abe98,100,0,cbsPremium,0,1,prepay,16.0,32.0,68.34382885983024,52.66913282863042,215.0,776.0,69744,0,3.145858281381253,14.733487306974876,1,0,0
103,54187bce-9bd3-4ffc-a5c9-05ee1545bea7,100,0,cbsPremium,0,1,prepay,16.0,32.0,67.35162497144162,51.69742403472698,195.0,765.0,70032,0,2.895253085321753,14.79764251863154,1,0,0
104,8a9ed047-4ad9-4040-9ff3-2732cef1d151,100,0,cbsPremium,0,1,prepay,16.0,32.0,57.21969034289713,44.34543386983905,391.0,724.0,68592,0,6.833312058434377,16.326370875636396,1,0,0
105,1d54f95f-9d72-4107-84b6-353365fa5d6a,100,0,cbsPremium,0,1,prepay,8.0,64.0,14.279961600646724,12.777149016437615,79.0,308.0,59376,0,5.532227761482368,24.10553399696305,1,0,0
106,43bd381a-6e8c-4078-9da9-5b304b40d455,100,0,cbsPremium,0,1,prepay,8.0,64.0,14.370624829094886,12.636929176920974,90.0,389.0,58512,1,6.262775701845981,30.78279497763087,1,0,0
107,5018ff1d-4769-424b-b63e-3d31e38ba9e8,100,0,cbsPremium,0,1,prepay,8.0,64.0,11.795950422663925,9.45846184601325,86.0,308.0,70032,1,7.290637627194968,32.5634342046664,1,0,0
108,ef744e12-8f12-4297-8dee-a5c0f52733a2,100,0,cbsPremium,0,1,prepay,8.0,32.0,33.41174941219027,32.98304395008139,2226.0,1275.0,88464,1,66.62326993233837,38.65622596658044,1,0,0
109,f23a940c-bc72-4773-bcd6-c91f1c5a0ea6,50,0,cbsPremium,0,1,prepay,10.0,40.0,66.26082011199253,34.81281109037175,835.0,2354.0,102864,1,12.601715441926345,67.61878533420274,1,0,0
110,c55e6b28-0999-4348-aada-5b2a848d9218,100,0,cbsPremium,0,0,prepay,8.0,16.0,22.213491517652454,32.81874713434205,68.0,1274.0,34896,1,3.061202690534365,38.8192759091302,1,0,0
