,pre_rbw,pre_wbw
0,68.47732288468939,61.07541365769859
1,68.47732288468939,61.07541365769859
2,68.47732288468939,61.07541365769859
3,68.47732288468939,61.07541365769859
4,68.47732288468939,61.07541365769859
5,68.47732288468939,61.07541365769859
6,68.47732288468939,61.07541365769859
7,68.47732288468939,61.07541365769859
8,68.47732288468939,61.07541365769859
9,68.47732288468939,61.07541365769859
10,68.47732288468939,61.07541365769859
11,68.47732288468939,61.07541365769859
12,68.47732288468939,61.07541365769859
13,68.47732288468939,61.07541365769859
14,68.47732288468939,61.07541365769859
15,68.47732288468939,61.07541365769859
16,68.47732288468939,61.07541365769859
17,68.47732288468939,61.07541365769859
18,68.47732288468939,61.07541365769859
19,68.47732288468939,61.07541365769859
20,68.47732288468939,61.07541365769859
21,68.47732288468939,61.07541365769859
22,68.47732288468939,61.07541365769859
23,68.47732288468939,61.07541365769859
24,68.47732288468939,61.07541365769859
25,68.47732288468939,61.07541365769859
26,68.47732288468939,61.07541365769859
27,68.47732288468939,61.07541365769859
28,68.47732288468939,61.07541365769859
29,68.47732288468939,61.07541365769859
30,68.47732288468939,61.07541365769859
31,68.47732288468939,61.07541365769859
32,68.47732288468939,61.07541365769859
33,68.47732288468939,61.07541365769859
34,68.47732288468939,61.07541365769859
35,68.47732288468939,61.07541365769859
36,68.47732288468939,61.07541365769859
37,68.47732288468939,61.07541365769859
38,68.47732288468939,61.07541365769859
39,68.47732288468939,61.07541365769859
40,68.47732288468939,61.07541365769859
41,68.47732288468939,61.07541365769859
42,68.47732288468939,61.07541365769859
43,68.47732288468939,61.07541365769859
44,68.47732288468939,61.07541365769859
45,68.47732288468939,61.07541365769859
46,68.47732288468939,61.07541365769859
47,68.47732288468939,61.07541365769859
48,68.47732288468939,61.07541365769859
49,68.47732288468939,61.07541365769859
50,68.47732288468939,61.07541365769859
51,68.47732288468939,61.07541365769859
52,68.47732288468939,61.07541365769859
53,68.47732288468939,61.07541365769859
54,68.47732288468939,61.07541365769859
55,68.47732288468939,61.07541365769859
56,68.47732288468939,61.07541365769859
57,68.47732288468939,61.07541365769859
58,68.47732288468939,61.07541365769859
59,68.47732288468939,61.07541365769859
60,68.47732288468939,61.07541365769859
61,68.47732288468939,61.07541365769859
62,68.47732288468939,61.07541365769859
63,68.47732288468939,61.07541365769859
64,68.47732288468939,61.07541365769859
65,68.47732288468939,61.07541365769859
66,68.47732288468939,61.07541365769859
67,68.47732288468939,61.07541365769859
68,68.47732288468939,61.07541365769859
69,370.4495407631716,2517.9334059649314
70,370.4495407631716,2517.9334059649314
71,68.47732288468939,61.07541365769859
72,68.47732288468939,61.07541365769859
73,68.47732288468939,61.07541365769859
74,68.47732288468939,61.07541365769859
75,68.47732288468939,61.07541365769859
76,68.47732288468939,61.07541365769859
77,68.47732288468939,61.07541365769859
78,68.47732288468939,61.07541365769859
79,472.3410206450904,599.064327017427
80,472.3410206450904,599.064327017427
81,472.3410206450904,599.064327017427
82,68.47732288468939,61.07541365769859
83,68.47732288468939,61.07541365769859
84,68.47732288468939,61.07541365769859
85,68.47732288468939,61.07541365769859
86,68.47732288468939,61.07541365769859
87,68.47732288468939,61.07541365769859
88,68.47732288468939,61.07541365769859
