iter	Passed	Remaining
1667	30218	47863
1668	30222	47823
1669	30243	47810
1670	30248	47772
1671	30270	47759
1672	30291	47746
1673	30312	47732
1674	30334	47719
1675	30354	47704
1676	30374	47689
1677	30379	47650
1678	30382	47609
1679	30403	47595
1680	30421	47577
1681	30425	47538
1682	30446	47523
1683	30468	47511
1684	30487	47496
1685	30507	47480
1686	30527	47464
1687	30546	47448
1688	30565	47431
1689	30588	47421
1690	30608	47405
1691	30628	47391
1692	30645	47371
1693	30665	47356
1694	30687	47343
1695	30707	47328
1696	30727	47313
1697	30732	47275
1698	30753	47261
1699	30771	47243
1700	30791	47227
1701	30839	47255
1702	30844	47218
1703	30870	47211
1704	30877	47176
1705	30898	47163
1706	30919	47149
1707	30942	47137
1708	30965	47128
1709	30988	47116
1710	31010	47104
1711	31032	47093
1712	31058	47086
1713	31079	47072
1714	31098	47056
1715	31118	47040
1716	31124	47004
1717	31130	46967
1718	31151	46953
1719	31173	46941
1720	31194	46928
1721	31216	46915
1722	31237	46901
1723	31254	46881
1724	31275	46868
1725	31297	46855
1726	31319	46843
1727	31343	46834
1728	31365	46822
1729	31388	46810
1730	31412	46800
1731	31418	46764
1732	31443	46757
1733	31468	46748
1734	31489	46735
1735	31510	46720
1736	31530	46706
1737	31556	46699
1738	31582	46692
1739	31610	46688
1740	31617	46654
1741	31648	46654
1742	31669	46641
1743	31689	46626
1744	31714	46617
1745	31734	46602
1746	31758	46592
1747	31764	46556
1748	31770	46520
1749	31796	46513
1750	31825	46512
1751	31853	46508
1752	31879	46500
1753	31902	46489
1754	31926	46479
1755	31950	46470
1756	31955	46433
1757	31961	46396
1758	31983	46384
1759	32005	46370
1760	32030	46362
1761	32034	46324
1762	32058	46315
1763	32085	46310
1764	32092	46274
1765	32115	46264
1766	32141	46256
1767	32161	46241
1768	32181	46225
1769	32188	46192
1770	32195	46156
1771	32217	46144
1772	32241	46134
1773	32263	46121
1774	32268	46085
1775	32288	46069
1776	32309	46055
1777	32330	46041
1778	32354	46031
1779	32379	46022
1780	32400	46008
1781	32423	45996
1782	32447	45986
1783	32471	45976
1784	32509	45987
1785	32550	46001
1786	32573	45988
1787	32592	45972
1788	32616	45962
1789	32637	45948
1790	32661	45937
1791	32680	45920
1792	32703	45909
1793	32722	45891
1794	32739	45871
1795	32757	45852
1796	32776	45836
1797	32794	45817
1798	32814	45801
1799	32838	45790
1800	32861	45780
1801	32889	45775
1802	32915	45767
1803	32935	45751
1804	32957	45739
1805	32980	45727
1806	33003	45715
1807	33023	45700
1808	33043	45683
1809	33054	45655
1810	33082	45650
1811	33103	45635
1812	33126	45623
1813	33146	45608
1814	33168	45595
1815	33190	45582
1816	33212	45568
1817	33235	45557
1818	33256	45542
1819	33276	45526
1820	33296	45510
1821	33322	45502
1822	33343	45488
1823	33365	45474
1824	33386	45459
1825	33408	45447
1826	33428	45431
1827	33450	45417
1828	33471	45402
1829	33492	45388
1830	33512	45372
1831	33534	45359
1832	33556	45346
1833	33579	45334
1834	33599	45317
1835	33611	45291
1836	33634	45279
1837	33664	45276
1838	33683	45259
1839	33703	45242
1840	33708	45206
1841	33729	45192
1842	33749	45176
1843	33767	45157
1844	33787	45141
1845	33806	45123
1846	33826	45108
1847	33845	45091
1848	33864	45072
1849	33882	45054
1850	33902	45037
1851	33938	45043
1852	33942	45006
1853	33947	44970
1854	33971	44959
1855	33975	44922
1856	33995	44906
1857	34014	44888
1858	34018	44852
1859	34037	44834
1860	34055	44815
1861	34074	44798
1862	34092	44779
1863	34110	44761
1864	34129	44743
1865	34134	44707
1866	34138	44670
1867	34164	44662
1868	34183	44644
1869	34201	44626
1870	34221	44610
1871	34239	44592
1872	34261	44578
1873	34280	44561
1874	34306	44552
1875	34311	44517
1876	34333	44503
1877	34354	44488
1878	34358	44452
1879	34379	44436
1880	34399	44420
1881	34420	44405
1882	34424	44370
1883	34429	44334
1884	34450	44319
1885	34477	44312
1886	34494	44292
1887	34498	44256
1888	34519	44241
1889	34537	44223
1890	34542	44187
1891	34547	44152
1892	34552	44116
1893	34571	44100
1894	34597	44090
1895	34617	44074
1896	34637	44059
1897	34657	44042
1898	34677	44027
1899	34682	43991
1900	34701	43975
1901	34722	43960
1902	34741	43942
1903	34760	43924
1904	34764	43889
1905	34783	43872
1906	34788	43836
1907	34806	43818
1908	34829	43806
1909	34850	43790
1910	34854	43755
1911	34875	43740
1912	34895	43724
1913	34913	43705
1914	34936	43693
1915	34956	43676
1916	34978	43663
1917	34998	43647
1918	35003	43612
1919	35024	43598
1920	35044	43582
1921	35065	43567
1922	35086	43553
1923	35106	43536
1924	35111	43502
1925	35132	43486
1926	35150	43468
1927	35170	43451
1928	35189	43435
1929	35207	43417
1930	35227	43399
1931	35252	43390
1932	35271	43372
1933	35290	43356
1934	35309	43338
1935	35330	43323
1936	35348	43305
1937	35353	43270
1938	35373	43254
1939	35391	43235
1940	35410	43219
1941	35429	43200
1942	35448	43183
1943	35466	43164
1944	35483	43145
1945	35501	43127
1946	35525	43116
1947	35530	43081
1948	35547	43062
1949	35565	43043
1950	35584	43026
1951	35603	43008
1952	35621	42990
1953	35640	42973
1954	35660	42956
1955	35678	42938
1956	35698	42922
1957	35716	42903
1958	35736	42887
1959	35757	42872
1960	35788	42870
1961	35822	42870
1962	35853	42866
1963	35857	42832
1964	35876	42814
1965	35895	42797
1966	35915	42780
1967	35935	42764
1968	35956	42749
1969	35981	42739
1970	36010	42733
1971	36031	42718
1972	36052	42703
1973	36071	42686
1974	36089	42667
1975	36112	42655
1976	36136	42643
1977	36155	42625
1978	36174	42609
1979	36197	42596
1980	36218	42581
1981	36238	42564
1982	36258	42548
1983	36278	42532
1984	36296	42513
1985	36315	42495
1986	36336	42481
1987	36356	42465
1988	36378	42450
1989	36399	42435
1990	36418	42417
1991	36441	42405
1992	36463	42391
1993	36482	42374
1994	36523	42382
1995	36565	42390
1996	36588	42377
1997	36605	42358
1998	36622	42339
1999	36642	42321
2000	36683	42329
2001	36703	42313
2002	36722	42295
2003	36741	42278
2004	36760	42261
2005	36781	42245
2006	36801	42229
2007	36821	42212
2008	36840	42194
2009	36858	42176
2010	36876	42158
2011	36896	42141
2012	36901	42107
2013	36923	42093
2014	36942	42075
2015	36946	42041
2016	36951	42007
2017	36969	41989
2018	36987	41970
2019	36992	41937
2020	36997	41904
2021	37018	41888
2022	37038	41872
2023	37056	41853
2024	37072	41832
2025	37090	41814
2026	37108	41795
2027	37126	41777
2028	37148	41762
2029	37169	41746
2030	37192	41734
2031	37197	41700
2032	37221	41689
2033	37226	41655
2034	37229	41620
2035	37249	41603
2036	37253	41569
2037	37272	41552
2038	37277	41519
2039	37299	41504
2040	37318	41487
2041	37338	41470
2042	37366	41462
2043	37386	41446
2044	37405	41429
2045	37424	41412
2046	37444	41395
2047	37464	41379
2048	37485	41364
2049	37504	41346
2050	37528	41334
2051	37552	41322
2052	37571	41304
2053	37575	41271
2054	37596	41255
2055	37615	41238
2056	37635	41221
2057	37653	41203
2058	37672	41185
2059	37693	41169
2060	37714	41154
2061	37733	41137
2062	37751	41118
2063	37776	41107
2064	37794	41088
2065	37822	41081
2066	37841	41063
2067	37860	41045
2068	37879	41028
2069	37896	41009
2070	37914	40990
2071	37932	40971
2072	37952	40954
2073	37972	40938
2074	37989	40918
2075	38008	40900
2076	38027	40883
2077	38045	40865
2078	38072	40855
2079	38090	40837
2080	38139	40851
2081	38156	40831
2082	38174	40813
2083	38199	40802
2084	38232	40799
2085	38263	40794
2086	38306	40802
2087	38338	40799
2088	38356	40780
2089	38375	40762
2090	38393	40743
2091	38410	40723
2092	38432	40709
2093	38467	40709
2094	38491	40696
2095	38510	40678
2096	38528	40659
2097	38560	40656
2098	38578	40636
2099	38596	40618
2100	38614	40599
2101	38633	40581
2102	38650	40562
2103	38668	40542
2104	38687	40525
2105	38707	40508
2106	38725	40490
2107	38744	40472
2108	38762	40453
2109	38778	40432
2110	38796	40414
2111	38814	40395
2112	38832	40376
2113	38850	40357
2114	38871	40342
2115	38892	40326
2116	38912	40309
2117	38930	40290
2118	38948	40272
2119	38976	40263
2120	38996	40246
2121	39016	40230
2122	39036	40213
2123	39055	40195
2124	39075	40178
2125	39094	40161
2126	39112	40142
2127	39131	40125
2128	39151	40107
2129	39188	40108
2130	39207	40090
2131	39226	40072
2132	39251	40061
2133	39279	40052
2134	39297	40033
2135	39314	40013
2136	39333	39995
2137	39351	39976
2138	39370	39959
2139	39389	39941
2140	39410	39926
2141	39429	39907
2142	39448	39890
2143	39468	39873
2144	39486	39854
2145	39526	39858
2146	39567	39862
2147	39586	39844
2148	39617	39839
2149	39662	39846
2150	39680	39827
2151	39703	39813
2152	39721	39795
2153	39738	39775
2154	39765	39765
2155	39784	39748
2156	39803	39729
2157	39826	39716
2158	39845	39697
2159	39866	39682
2160	39883	39662
2161	39902	39643
2162	39920	39624
2163	39938	39606
2164	39956	39587
2165	39973	39567
2166	39994	39551
2167	40012	39532
2168	40030	39514
2169	40049	39495
2170	40068	39477
2171	40110	39482
2172	40127	39462
2173	40148	39447
2174	40166	39428
2175	40185	39410
2176	40204	39392
2177	40221	39372
2178	40241	39355
2179	40261	39338
2180	40280	39320
2181	40299	39301
2182	40317	39283
2183	40337	39266
2184	40360	39252
2185	40380	39234
2186	40399	39217
2187	40446	39226
2188	40486	39228
2189	40525	39230
2190	40548	39216
2191	40580	39210
2192	40605	39198
2193	40623	39179
2194	40640	39159
2195	40663	39145
2196	40682	39127
2197	40702	39110
2198	40721	39092
2199	40742	39075
2200	40762	39058
2201	40781	39040
2202	40799	39022
2203	40817	39002
2204	40836	38984
2205	40853	38964
2206	40871	38945
2207	40893	38930
2208	40911	38911
2209	40934	38896
2210	40957	38883
2211	40974	38862
2212	40991	38842
2213	41009	38823
2214	41027	38804
2215	41046	38786
2216	41065	38768
2217	41082	38748
2218	41100	38729
2219	41121	38713
2220	41142	38697
2221	41159	38677
2222	41177	38658
2223	41196	38640
2224	41215	38621
2225	41233	38603
2226	41251	38584
2227	41267	38563
2228	41286	38545
2229	41305	38526
2230	41323	38508
2231	41342	38490
2232	41359	38470
2233	41381	38454
2234	41399	38435
2235	41419	38418
2236	41436	38398
2237	41454	38379
2238	41472	38360
2239	41491	38342
2240	41496	38311
2241	41514	38293
2242	41534	38275
2243	41554	38258
2244	41575	38241
2245	41579	38210
2246	41584	38179
2247	41605	38162
2248	41609	38131
2249	41630	38115
2250	41649	38097
2251	41682	38091
2252	41701	38073
2253	41706	38042
2254	41711	38011
2255	41732	37995
2256	41737	37964
2257	41757	37947
2258	41762	37916
2259	41782	37900
2260	41787	37869
2261	41791	37838
2262	41797	37807
2263	41801	37776
2264	41805	37744
2265	41824	37726
2266	41828	37695
2267	41832	37663
2268	41835	37632
2269	41839	37600
2270	41843	37568
2271	41846	37536
2272	41850	37504
2273	41853	37472
2274	41857	37441
2275	41860	37409
2276	41863	37377
2277	41867	37345
2278	41885	37327
2279	41889	37296
2280	41897	37268
2281	41904	37240
2282	41911	37211
2283	41917	37182
2284	41936	37164
2285	41943	37136
2286	41950	37108
2287	41958	37080
2288	41964	37051
2289	41970	37022
2290	41990	37005
2291	41998	36977
2292	42006	36950
2293	42013	36922
2294	42033	36905
2295	42041	36877
2296	42048	36849
2297	42055	36821
2298	42073	36802
2299	42091	36784
2300	42111	36767
2301	42133	36752
2302	42141	36724
2303	42149	36697
2304	42167	36679
2305	42175	36652
2306	42193	36633
2307	42201	36605
2308	42206	36576
2309	42213	36548
2310	42219	36519
2311	42237	36501
2312	42244	36473
2313	42251	36444
2314	42270	36427
2315	42277	36399
2316	42283	36370
2317	42289	36341
2318	42295	36312
2319	42315	36296
2320	42323	36269
2321	42329	36240
2322	42347	36222
2323	42354	36194
2324	42361	36166
2325	42366	36137
2326	42372	36108
2327	42378	36080
2328	42397	36062
2329	42413	36042
2330	42429	36022
2331	42436	35994
2332	42442	35966
2333	42461	35948
2334	42469	35921
2335	42487	35903
2336	42505	35885
2337	42522	35865
2338	42529	35838
2339	42547	35820
2340	42555	35792
2341	42561	35764
2342	42567	35736
2343	42573	35708
2344	42593	35691
2345	42608	35670
2346	42615	35643
2347	42635	35626
2348	42667	35619
2349	42684	35600
2350	42692	35573
2351	42724	35567
2352	42731	35539
2353	42756	35527
2354	42764	35500
2355	42770	35472
2356	42776	35444
2357	42783	35417
2358	42802	35399
2359	42809	35372
2360	42833	35358
2361	42852	35341
2362	42873	35325
2363	42889	35306
2364	42907	35287
2365	42940	35281
2366	42962	35266
2367	42980	35248
2368	42998	35229
2369	43016	35212
2370	43024	35185
2371	43043	35167
2372	43063	35151
2373	43072	35125
2374	43091	35108
2375	43111	35091
2376	43131	35075
2377	43151	35057
2378	43158	35031
2379	43165	35003
2380	43187	34988
2381	43195	34962
2382	43211	34943
2383	43229	34924
2384	43248	34907
2385	43268	34890
2386	43286	34871
2387	43307	34856
2388	43330	34841
2389	43349	34824
2390	43373	34811
2391	43380	34784
2392	43399	34766
2393	43424	34753
2394	43442	34736
2395	43464	34720
2396	43471	34693
2397	43492	34678
2398	43511	34660
2399	43518	34633
2400	43525	34606
2401	43532	34579
2402	43551	34562
2403	43559	34535
2404	43578	34518
2405	43585	34491
2406	43604	34474
2407	43613	34448
2408	43619	34421
2409	43626	34394
2410	43645	34376
2411	43656	34353
2412	43675	34335
2413	43694	34318
2414	43703	34292
2415	43728	34280
2416	43748	34264
2417	43758	34239
2418	43767	34214
2419	43785	34195
2420	43808	34182
2421	43818	34157
2422	43827	34131
2423	43848	34116
2424	43857	34090
2425	43884	34080
2426	43904	34063
2427	43924	34046
2428	43943	34029
2429	43965	34014
2430	44009	34016
2431	44019	33991
2432	44043	33978
2433	44062	33961
2434	44073	33937
2435	44096	33923
2436	44117	33906
2437	44139	33892
2438	44172	33885
2439	44195	33870
2440	44216	33855
2441	44237	33839
2442	44258	33823
2443	44292	33817
2444	44329	33813
2445	44354	33800
2446	44377	33786
2447	44398	33770
2448	44422	33756
2449	44440	33738
2450	44460	33721
2451	44484	33707
2452	44503	33690
2453	44523	33673
2454	44543	33657
2455	44562	33639
2456	44587	33626
2457	44605	33608
2458	44624	33590
2459	44641	33572
2460	44661	33554
2461	44679	33536
2462	44701	33521
2463	44720	33503
2464	44743	33489
2465	44767	33475
2466	44789	33460
2467	44810	33444
2468	44833	33429
2469	44852	33412
2470	44872	33395
2471	44890	33377
2472	44909	33360
2473	44928	33342
2474	44947	33325
2475	44966	33306
2476	44987	33291
2477	45006	33273
2478	45027	33257
2479	45051	33243
2480	45086	33237
2481	45111	33224
2482	45130	33207
2483	45151	33191
2484	45172	33174
2485	45211	33172
2486	45233	33156
2487	45255	33140
2488	45278	33126
2489	45299	33110
2490	45319	33093
2491	45352	33086
2492	45380	33074
2493	45397	33056
2494	45416	33038
2495	45433	33019
2496	45453	33002
2497	45479	32989
2498	45498	32972
2499	45518	32955
2500	45537	32937
2501	45557	32920
2502	45577	32903
2503	45595	32885
2504	45615	32868
2505	45648	32861
2506	45683	32854
2507	45702	32837
2508	45720	32818
2509	45741	32802
2510	45760	32784
2511	45777	32766
2512	45797	32749
2513	45825	32738
2514	45845	32720
2515	45865	32703
2516	45882	32684
2517	45924	32683
2518	45944	32666
2519	45961	32647
2520	45980	32629
2521	45997	32610
2522	46024	32598
2523	46044	32581
2524	46065	32564
2525	46085	32548
2526	46104	32530
2527	46124	32513
2528	46144	32496
2529	46166	32480
2530	46188	32465
2531	46211	32450
2532	46231	32433
2533	46250	32415
2534	46269	32397
2535	46289	32380
2536	46308	32363
2537	46327	32345
2538	46347	32328
2539	46366	32310
2540	46386	32293
2541	46405	32275
2542	46427	32259
2543	46447	32242
2544	46468	32226
2545	46495	32214
2546	46516	32198
2547	46540	32183
2548	46568	32172
2549	46588	32155
2550	46608	32137
2551	46628	32121
2552	46640	32098
2553	46663	32083
2554	46701	32078
2555	46729	32067
2556	46747	32048
2557	46784	32043
2558	46824	32039
2559	46856	32030
2560	46886	32020
2561	46907	32004
2562	46941	31996
2563	46976	31989
2564	46997	31972
2565	47014	31954
2566	47035	31937
2567	47053	31918
2568	47072	31901
2569	47093	31884
2570	47111	31865
2571	47127	31846
2572	47147	31828
2573	47189	31826
2574	47209	31808
2575	47245	31802
2576	47278	31794
2577	47297	31776
2578	47317	31759
2579	47337	31742
2580	47357	31724
2581	47382	31710
2582	47402	31693
2583	47434	31683
2584	47452	31665
2585	47472	31648
2586	47503	31638
2587	47522	31620
2588	47541	31602
2589	47571	31592
2590	47594	31576
2591	47616	31560
2592	47636	31543
2593	47658	31527
2594	47679	31511
2595	47699	31493
2596	47722	31478
2597	47743	31461
2598	47763	31444
2599	47783	31426
2600	47803	31409
2601	47823	31392
2602	47851	31379
2603	47875	31365
2604	47896	31348
2605	47916	31331
2606	47935	31313
2607	47956	31296
2608	47975	31278
2609	47996	31262
2610	48016	31244
2611	48034	31225
2612	48052	31207
2613	48071	31189
2614	48094	31174
2615	48114	31156
2616	48133	31138
2617	48153	31121
2618	48173	31103
2619	48194	31087
2620	48217	31072
2621	48238	31055
2622	48258	31037
2623	48278	31020
2624	48298	31003
2625	48317	30985
2626	48337	30967
2627	48357	30950
2628	48377	30932
2629	48398	30915
2630	48420	30899
2631	48439	30881
2632	48474	30873
2633	48494	30856
2634	48515	30839
2635	48535	30822
2636	48566	30812
2637	48597	30801
2638	48615	30783
2639	48633	30764
2640	48651	30745
2641	48669	30726
2642	48686	30707
2643	48705	30689
2644	48724	30671
2645	48740	30651
2646	48759	30633
2647	48776	30614
2648	48794	30595
2649	48812	30576
2650	48828	30557
2651	48845	30537
2652	48866	30521
2653	48886	30503
2654	48906	30486
2655	48926	30468
2656	48946	30450
2657	48966	30433
2658	48984	30414
2659	49003	30397
2660	49022	30378
2661	49041	30360
2662	49060	30342
2663	49079	30324
2664	49097	30306
2665	49118	30289
2666	49139	30272
2667	49159	30254
2668	49179	30237
2669	49198	30219
2670	49216	30200
2671	49235	30182
2672	49253	30163
2673	49272	30145
2674	49293	30128
2675	49317	30113
2676	49336	30095
2677	49354	30077
2678	49373	30058
2679	49400	30046
2680	49419	30027
2681	49438	30009
2682	49458	29991
2683	49477	29974
2684	49497	29956
2685	49514	29937
2686	49531	29918
2687	49549	29899
2688	49567	29880
2689	49586	29862
2690	49605	29844
2691	49623	29825
2692	49642	29807
2693	49659	29788
2694	49678	29770
2695	49696	29751
2696	49716	29734
2697	49735	29715
2698	49754	29697
2699	49773	29679
2700	49790	29660
2701	49808	29641
2702	49827	29623
2703	49845	29605
2704	49863	29586
2705	49880	29566
2706	49897	29547
2707	49916	29529
2708	49935	29511
2709	49953	29492
2710	49969	29473
2711	49986	29453
2712	50004	29434
2713	50021	29415
2714	50040	29397
2715	50074	29388
2716	50093	29370
2717	50113	29352
2718	50146	29342
2719	50165	29324
2720	50185	29307
2721	50203	29288
2722	50224	29271
2723	50243	29253
2724	50262	29235
2725	50281	29217
2726	50301	29199
2727	50321	29182
2728	50344	29166
2729	50366	29150
2730	50392	29135
2731	50416	29120
2732	50436	29102
2733	50457	29085
2734	50476	29067
2735	50498	29051
2736	50517	29033
2737	50536	29015
2738	50556	28997
2739	50574	28978
2740	50593	28960
2741	50611	28942
2742	50629	28923
2743	50649	28905
2744	50670	28888
2745	50688	28870
2746	50706	28851
2747	50725	28832
2748	50743	28814
2749	50762	28796
2750	50780	28777
2751	50798	28758
2752	50815	28739
2753	50832	28720
2754	50851	28701
2755	50870	28683
2756	50889	28665
2757	50907	28646
2758	50925	28628
2759	50943	28609
2760	50961	28590
2761	50980	28572
2762	50999	28554
2763	51017	28535
2764	51034	28516
2765	51051	28497
2766	51070	28479
2767	51088	28460
2768	51106	28441
2769	51125	28423
2770	51142	28404
2771	51162	28386
2772	51182	28369
2773	51199	28349
2774	51249	28349
2775	51268	28330
2776	51302	28320
2777	51337	28311
2778	51354	28292
2779	51373	28273
2780	51392	28255
2781	51412	28238
2782	51431	28219
2783	51456	28204
2784	51477	28187
2785	51498	28170
2786	51518	28153
2787	51539	28135
2788	51560	28118
2789	51581	28101
2790	51604	28085
2791	51626	28069
2792	51648	28052
2793	51671	28036
2794	51691	28018
2795	51713	28002
2796	51734	27984
2797	51753	27966
2798	51775	27950
2799	51793	27931
2800	51813	27913
2801	51833	27895
2802	51854	27878
2803	51874	27861
2804	51903	27848
2805	51923	27830
2806	51944	27813
2807	51967	27797
2808	51989	27780
2809	52010	27763
2810	52030	27746
2811	52050	27728
2812	52073	27712
2813	52093	27694
2814	52132	27686
2815	52153	27669
2816	52176	27653
2817	52195	27635
2818	52212	27615
2819	52231	27597
2820	52248	27578
2821	52265	27559
2822	52283	27539
2823	52300	27520
2824	52319	27502
2825	52336	27483
2826	52355	27464
2827	52374	27446
2828	52392	27427
2829	52413	27410
2830	52453	27403
2831	52471	27384
2832	52489	27365
2833	52507	27347
2834	52525	27327
2835	52543	27309
2836	52560	27289
2837	52594	27279
2838	52612	27260
2839	52630	27241
2840	52648	27223
2841	52669	27205
2842	52688	27187
2843	52708	27169
2844	52727	27151
2845	52746	27133
2846	52765	27114
2847	52784	27096
2848	52804	27078
2849	52824	27061
2850	52845	27043
2851	52864	27025
2852	52882	27006
2853	52901	26988
2854	52921	26970
2855	52940	26952
2856	52960	26934
2857	52979	26915
2858	52998	26897
2859	53016	26879
2860	53035	26860
2861	53054	26842
2862	53073	26824
2863	53093	26806
2864	53112	26788
2865	53133	26770
2866	53166	26759
2867	53185	26741
2868	53205	26723
2869	53223	26704
2870	53245	26687
2871	53264	26669
2872	53284	26651
2873	53303	26633
2874	53324	26615
2875	53343	26597
2876	53364	26580
2877	53385	26563
2878	53405	26545
2879	53441	26535
2880	53461	26517
2881	53481	26499
2882	53500	26481
2883	53522	26464
2884	53541	26446
2885	53559	26427
2886	53576	26408
2887	53597	26390
2888	53617	26372
2889	53637	26354
2890	53671	26343
2891	53692	26326
2892	53712	26308
2893	53731	26290
2894	53750	26271
2895	53769	26253
2896	53789	26235
2897	53808	26217
2898	53834	26202
2899	53852	26183
2900	53872	26165
2901	53891	26147
2902	53912	26129
2903	53934	26113
2904	53954	26095
2905	53973	26076
2906	53993	26058
2907	54013	26041
2908	54034	26023
2909	54053	26005
2910	54074	25987
2911	54096	25970
2912	54120	25954
2913	54142	25938
2914	54164	25921
2915	54187	25904
2916	54211	25888
2917	54232	25871
2918	54253	25853
2919	54273	25835
2920	54296	25819
2921	54318	25802
2922	54339	25784
2923	54361	25767
2924	54383	25750
2925	54402	25732
2926	54423	25714
2927	54443	25697
2928	54464	25679
2929	54486	25662
2930	54507	25644
2931	54541	25633
2932	54562	25616
2933	54583	25598
2934	54617	25587
2935	54637	25569
2936	54657	25551
2937	54677	25533
2938	54698	25515
2939	54717	25497
2940	54737	25479
2941	54760	25462
2942	54783	25446
2943	54805	25429
2944	54826	25411
2945	54847	25394
2946	54865	25375
2947	54886	25357
2948	54905	25339
2949	54927	25322
2950	54949	25305
2951	54988	25296
2952	55008	25278
2953	55043	25267
2954	55060	25247
2955	55077	25228
2956	55097	25210
2957	55119	25193
2958	55154	25182
2959	55174	25163
2960	55204	25150
2961	55223	25131
2962	55270	25126
2963	55288	25107
2964	55309	25089
2965	55344	25078
2966	55363	25059
2967	55379	25040
2968	55398	25021
2969	55416	25002
2970	55434	24983
2971	55452	24964
2972	55472	24946
2973	55491	24928
2974	55511	24910
2975	55530	24891
2976	55549	24873
2977	55572	24856
2978	55598	24841
2979	55619	24823
2980	55639	24805
2981	55660	24787
2982	55688	24773
2983	55720	24760
2984	55747	24745
2985	55769	24728
2986	55799	24714
2987	55827	24700
2988	55849	24682
2989	55868	24664
2990	55888	24646
2991	55909	24628
2992	55929	24610
2993	55949	24592
2994	55969	24574
2995	55987	24555
2996	56006	24536
2997	56027	24519
2998	56045	24500
2999	56068	24483
3000	56098	24469
3001	56120	24452
3002	56141	24434
3003	56161	24416
3004	56179	24397
3005	56198	24378
3006	56217	24360
3007	56241	24343
3008	56284	24335
3009	56303	24317
3010	56323	24298
3011	56344	24281
3012	56364	24262
3013	56384	24245
3014	56405	24227
3015	56426	24209
3016	56455	24195
3017	56479	24178
3018	56518	24168
3019	56539	24151
3020	56545	24126
3021	56582	24115
3022	56633	24110
3023	56657	24094
3024	56680	24077
3025	56702	24060
3026	56708	24036
3027	56714	24011
3028	56738	23995
3029	56757	23976
3030	56777	23958
3031	56784	23934
3032	56806	23917
3033	56827	23899
3034	56849	23882
3035	56870	23864
3036	56890	23846
3037	56914	23829
3038	56934	23811
3039	56958	23795
3040	56977	23776
3041	56998	23758
3042	57020	23741
3043	57042	23723
3044	57063	23706
3045	57084	23688
3046	57107	23671
3047	57128	23653
3048	57149	23635
3049	57155	23611
3050	57177	23594
3051	57198	23576
3052	57220	23559
3053	57241	23541
3054	57262	23523
3055	57283	23505
3056	57306	23488
3057	57325	23470
3058	57347	23452
3059	57367	23434
3060	57387	23416
3061	57407	23397
3062	57429	23380
3063	57451	23362
3064	57471	23344
3065	57496	23328
3066	57519	23311
3067	57539	23293
3068	57561	23275
3069	57585	23259
3070	57606	23241
3071	57624	23222
3072	57656	23208
3073	57661	23184
3074	57686	23168
3075	57709	23151
3076	57729	23132
3077	57734	23108
3078	57753	23090
3079	57783	23076
3080	57802	23057
3081	57820	23038
3082	57838	23018
3083	57855	22999
3084	57874	22980
3085	57891	22961
3086	57910	22942
3087	57928	22923
3088	57946	22904
3089	57963	22885
3090	57983	22866
3091	58001	22848
3092	58019	22828
3093	58036	22809
3094	58054	22790
3095	58071	22770
3096	58106	22758
3097	58124	22739
3098	58142	22720
3099	58158	22700
3100	58194	22688
3101	58212	22669
3102	58230	22650
3103	58254	22633
3104	58277	22616
3105	58299	22599
3106	58320	22580
3107	58340	22562
3108	58360	22544
3109	58383	22527
3110	58403	22509
3111	58438	22496
3112	58464	22480
3113	58487	22463
3114	58509	22445
3115	58529	22427
3116	58550	22409
3117	58572	22392
3118	58594	22374
3119	58614	22356
3120	58634	22337
3121	58654	22319
3122	58672	22300
3123	58677	22276
3124	58696	22257
3125	58716	22239
3126	58735	22220
3127	58755	22202
3128	58776	22184
3129	58804	22169
3130	58824	22150
3131	58846	22133
3132	58865	22114
3133	58886	22096
3134	58906	22078
3135	58930	22061
3136	58950	22042
3137	58969	22024
3138	58975	22000
3139	58995	21982
3140	59015	21964
3141	59039	21947
3142	59059	21928
3143	59080	21910
3144	59104	21893
3145	59123	21875
3146	59143	21856
3147	59162	21838
3148	59183	21820
3149	59204	21802
3150	59225	21784
3151	59231	21760
3152	59252	21742
3153	59271	21724
3154	59316	21714
3155	59335	21696
3156	59354	21677
3157	59376	21659
3158	59395	21641
3159	59413	21621
3160	59432	21603
3161	59452	21584
3162	59474	21567
3163	59493	21548
3164	59514	21530
3165	59531	21511
3166	59548	21491
3167	59566	21472
3168	59585	21453
3169	59604	21434
3170	59624	21416
3171	59643	21397
3172	59663	21379
3173	59686	21362
3174	59707	21344
3175	59728	21326
3176	59747	21307
3177	59769	21289
3178	59790	21271
3179	59813	21254
3180	59835	21236
3181	59855	21218
3182	59877	21200
3183	59897	21182
3184	59919	21164
3185	59942	21147
3186	59962	21128
3187	59989	21112
3188	60007	21093
3189	60028	21075
3190	60046	21056
3191	60068	21038
3192	60090	21021
3193	60110	21003
3194	60133	20985
3195	60161	20969
3196	60181	20951
3197	60200	20932
3198	60220	20914
3199	60238	20895
3200	60256	20876
3201	60274	20857
3202	60294	20838
3203	60314	20820
3204	60333	20801
3205	60364	20786
3206	60385	20768
3207	60404	20750
3208	60423	20731
3209	60443	20712
3210	60460	20693
3211	60479	20674
3212	60496	20655
3213	60516	20636
3214	60535	20617
3215	60554	20598
3216	60571	20579
3217	60592	20561
3218	60611	20542
3219	60631	20524
3220	60647	20504
