,disk_capacity,vm_cpu,vm_memory,recent_history_bandwidth_memory,disk_if_VIP,ins_type,disk_type,volume_type,business_type
14752,50,2.0,8.0,3203.9375,1,CVM,root,cbsssd,infra-logging-monitoring
2842,110,2.0,4.0,,1,CVM,data,cbsPremium,dev-test-env
4630,50,2.0,8.0,,1,CVM,data,cbsPremium,dev-test-env
21861,90,2.0,8.0,1422.5560515873017,0,CVM,data,cbsPremium,infra-message-queue
9749,50,8.0,16.0,6065.0004960317465,0,CVM,root,cbsPremium,media-video-streaming
23829,50,48.0,192.0,1200586.670138889,1,CVM,root,cbsPremium,generic-unknown
19960,50,4.0,8.0,679.063492063492,1,CVM,root,cbsPremium,game-service
22132,20,4.0,16.0,252.18402777777777,0,CVM,data,cbsHSSD,infra-database
8941,80,4.0,8.0,7196.12996031746,1,CVM,root,cbsBSSD,office-system
7682,100,4.0,8.0,,1,CVM,data,cbsPremium,finance-payment
22901,2040,32.0,128.0,,1,CVM,data,cbsPremium,infra-node
20069,50,32.0,128.0,13076.714285714286,1,CVM,root,cbsPremium,dev-test-env
5683,50,4.0,8.0,,1,CVM,root,cbsPremium,infra-node
23378,100,2.0,4.0,,0,CVM,root,cbsPremium,infra-logging-monitoring
8319,200,8.0,16.0,,1,CVM,data,cbsHSSD,infra-node
6181,1050,16.0,32.0,,0,CVM,data,cbsPremium,infra-message-queue
5407,100,16.0,64.0,,1,CVM,data,cbsPremium,infra-node
9747,80,4.0,8.0,42913.15724206349,1,CVM,root,cbsPremium,media-video-streaming
21306,7000,84.0,320.0,57287.40922619047,1,CVM,data,cbsPremium,infra-node
17385,100,16.0,64.0,,0,CVM,data,cbsPremium,infra-node
7882,50,8.0,16.0,6499.974206349207,1,CVM,root,cbsPremium,dev-test-env
15278,50,16.0,64.0,,1,CVM,root,cbsPremium,compute-simulation
3792,120,4.0,16.0,9966.750992063491,1,CVM,data,cbsPremium,iot-saas-platform
21770,50,32.0,128.0,22473.974206349205,1,CVM,root,cbsPremium,compute-simulation
19380,50,16.0,32.0,,1,CVM,root,cbsPremium,compute-simulation
15516,50,4.0,8.0,317.2544642857143,1,CVM,root,cbsPremium,infra-logging-monitoring
17404,500,4.0,8.0,7164.384424603175,1,CVM,root,cbsPremium,ai-machine-learning
13592,200,16.0,64.0,986.7415674603176,1,CVM,data,cbsPremium,data-collection-delivery
23628,300,8.0,16.0,15232.657242063491,0,CVM,data,cbsPremium,office-system
23457,100,2.0,4.0,25157.408234126982,1,CVM,root,cbsPremium,generic-unknown
10372,500,32.0,128.0,,1,CVM,data,cbsPremium,compute-simulation
14041,100,4.0,8.0,477.09027777777777,1,CVM,data,cbsPremium,game-service
7930,50,16.0,64.0,6714.176091269841,1,CVM,root,cbsPremium,infra-node
18176,500,80.0,320.0,3978.094742063492,1,CVM,data,cbsPremium,infra-node
2858,500,4.0,4.0,6061.507440476191,0,CVM,data,cbsPremium,generic-unknown
13253,50,4.0,8.0,230.16369047619048,1,CVM,data,cbsPremium,generic-unknown
20498,200,4.0,8.0,,1,CVM,root,cbsPremium,education-learning
17119,100,16.0,64.0,9231.993551587302,0,CVM,root,cbsPremium,generic-unknown
21142,50,32.0,128.0,64310.02182539683,1,CVM,root,cbsPremium,compute-simulation
20043,300,16.0,32.0,,1,CVM,data,cbsPremium,generic-autoscaling
3847,50,2.0,2.0,,1,CVM,root,cbsPremium,dev-test-env
12350,50,4.0,8.0,3072.310515873016,1,CVM,root,cbsssd,infra-message-queue
20425,170,4.0,8.0,608.4151785714286,0,CVM,data,cbsPremium,infra-message-queue
4057,50,64.0,512.0,6470.980158730159,1,CVM,root,cbsPremium,infra-node
18391,50,16.0,32.0,4958.354166666667,1,CVM,root,cbsPremium,generic-unknown
21553,200,16.0,64.0,39183.91170634921,1,CVM,data,cbsHSSD,infra-node
5339,70,2.0,8.0,2057.1329365079364,0,CVM,data,cbsPremium,infra-message-queue
13701,50,2.0,2.0,6588.551091269841,1,CVM,root,cbsPremium,infra-cache
3047,10,32.0,128.0,353.75099206349205,1,CVM,data,cbsPremium,infra-node
7095,300,4.0,8.0,10914.114087301588,1,CVM,data,cbsPremium,compute-simulation
19502,100,16.0,32.0,9976.01984126984,1,CVM,root,cbsssd,compute-simulation
2232,50,8.0,16.0,7178.032738095239,1,CVM,data,cbsPremium,infra-cache
428,100,4.0,8.0,3009.250496031746,1,CVM,data,cbsssd,infra-node
11325,200,4.0,8.0,9553.660218253968,1,CVM,root,cbsPremium,finance-payment
3929,90,2.0,8.0,2803.056547619048,0,CVM,data,cbsPremium,infra-message-queue
16108,20,4.0,16.0,1597.6746031746031,0,CVM,data,cbsPremium,infra-database
24175,100,2.0,4.0,19687.64880952381,1,CVM,root,cbsPremium,generic-unknown
11740,50,32.0,128.0,18509.45982142857,1,CVM,root,cbsPremium,infra-node
23635,300,8.0,16.0,238938.0461309524,0,CVM,data,cbsPremium,office-system
516,10,2.0,8.0,647.405257936508,0,CVM,data,cbsPremium,infra-coordination
24088,1000,16.0,64.0,,1,CVM,data,cbsPremium,infra-node
3769,50,2.0,2.0,7402.105654761905,1,CVM,data,cbsPremium,infra-cache
10279,20,4.0,8.0,,0,CVM,root,cbsPremium,infra-cloud-function
6442,50,8.0,32.0,,1,CVM,root,cbsPremium,generic-unknown
6332,50,32.0,64.0,5877.484126984127,1,CVM,root,cbsPremium,education-learning
423,20,4.0,16.0,25.887896825396822,0,CVM,data,cbsPremium,infra-database
3226,1000,8.0,32.0,,1,CVM,data,cbsPremium,infra-node
16643,50,16.0,64.0,46004.43551587302,1,CVM,root,cbsssd,infra-database
15121,50,8.0,32.0,8043.193452380952,1,CVM,root,cbsPremium,infra-node
20315,50,8.0,32.0,329.39732142857144,1,CVM,root,cbsPremium,infra-database
10746,50,8.0,32.0,18844.72371031746,1,CVM,data,cbsPremium,infra-node
15060,50,16.0,64.0,18044.00248015873,0,CVM,root,cbsPremium,generic-unknown
3734,10,16.0,64.0,873.889880952381,1,CVM,data,cbsPremium,infra-node
3919,10,10.0,40.0,,1,CVM,data,cbsPremium,ai-machine-learning
11011,50,8.0,16.0,594.1736111111111,0,CVM,root,cbsPremium,infra-database
3658,200,8.0,16.0,31.91468253968254,1,CVM,data,cbsPremium,media-video-streaming
4273,200,8.0,32.0,37698.26438492064,0,CVM,data,cbsHSSD,infra-database
22953,500,16.0,32.0,63610.17162698413,1,CVM,data,cbsPremium,infra-node
17503,200,8.0,32.0,30985.1810515873,1,CVM,data,cbsssd,ai-machine-learning
3073,50,2.0,2.0,,0,CVM,data,cbsPremium,data-collection-delivery
2061,10,8.0,16.0,,1,CVM,data,cbsPremium,media-video-streaming
17863,50,32.0,128.0,,1,CVM,root,cbsPremium,dev-test-env
1009,50,16.0,64.0,280.0386904761905,1,CVM,root,cbsPremium,infra-node
5627,50,2.0,2.0,,0,CVM,root,cbsBSSD,generic-unknown
3706,500,80.0,160.0,1417.452380952381,0,CVM,data,cbsssd,infra-node
21529,1000,8.0,64.0,,1,CVM,data,cbsPremium,data-collection-delivery
16210,50,32.0,64.0,,1,CVM,root,cbsPremium,infra-node
19320,50,48.0,96.0,103751.74404761904,1,CVM,root,cbsPremium,infra-node
16844,50,4.0,16.0,,1,CVM,root,cbsssd,dev-test-env
7592,1000,32.0,64.0,1220.71875,1,CVM,data,cbsPremium,media-video-streaming
14866,50,2.0,2.0,6291.030257936508,1,CVM,root,cbsPremium,infra-coordination
8602,100,16.0,32.0,117.6046626984127,1,CVM,data,cbsssd,infra-logging-monitoring
15148,100,2.0,4.0,,1,CVM,data,cbsssd,infra-database
19545,840,16.0,32.0,1445830.6770833333,0,CVM,data,cbsPremium,infra-message-queue
22883,100,8.0,16.0,,0,CVM,data,cbsPremium,infra-node
11682,100,4.0,8.0,435.54761904761904,1,CVM,data,cbsPremium,game-service
13617,100,4.0,8.0,477.9732142857143,1,CVM,data,cbsPremium,game-service
14833,100,8.0,32.0,14093.636904761905,1,CVM,root,cbsPremium,media-video-streaming
20522,50,4.0,8.0,,0,CVM,data,cbsPremium,generic-unknown
19460,300,8.0,16.0,17436.548115079364,0,CVM,data,cbsPremium,office-system
5312,100,4.0,16.0,23.01736111111111,0,CVM,data,cbsHSSD,infra-database
3702,500,8.0,16.0,,1,CVM,root,cbsPremium,dev-test-env
23883,100,2.0,4.0,22238.543154761905,1,CVM,root,cbsPremium,generic-unknown
20399,100,8.0,16.0,,1,CVM,root,cbsssd,infra-node
19590,100,64.0,256.0,,1,CVM,root,cbsPremium,infra-node
20046,500,32.0,64.0,,1,CVM,data,cbsssd,infra-node
17104,3000,32.0,128.0,13194931.52232143,1,CVM,data,cbsBSSD,infra-node
536,560,16.0,32.0,139624.59126984127,0,CVM,data,cbsPremium,infra-message-queue
11127,50,32.0,64.0,,1,CVM,root,cbsPremium,education-learning
12559,50,4.0,8.0,3461.2286706349205,1,CVM,root,cbsPremium,dev-test-env
2766,90,2.0,8.0,7121.96378968254,0,CVM,data,cbsPremium,infra-message-queue
12393,80,4.0,8.0,8104.232142857143,1,CVM,root,cbsPremium,office-system
19444,500,32.0,128.0,3284257.610119048,1,CVM,data,cbsHSSD,data-collection-delivery
11860,50,32.0,64.0,56087.86011904762,0,CVM,root,cbsPremium,infra-node
9400,50,32.0,128.0,10281.322916666666,0,CVM,root,cbsPremium,ai-machine-learning
21268,100,2.0,4.0,23283.679563492064,1,CVM,root,cbsPremium,generic-unknown
2034,100,4.0,8.0,6858.2286706349205,1,CVM,data,cbsPremium,infra-database
17013,50,32.0,128.0,1304.8373015873017,1,CVM,root,cbsssd,infra-node
7484,100,4.0,8.0,1269.5515873015872,1,CVM,data,cbsPremium,infra-database
16812,50,2.0,4.0,,1,CVM,root,cbsPremium,infra-node
6692,50,16.0,128.0,399478.67311507935,1,CVM,root,cbsPremium,data-collection-delivery
21704,100,8.0,32.0,,0,CVM,root,cbsssd,infra-coordination
10504,100,4.0,8.0,,1,CVM,root,cbsssd,infra-node
4202,90,2.0,8.0,1896.2078373015872,0,CVM,data,cbsPremium,infra-message-queue
2579,150,2.0,4.0,,1,CVM,root,cbsPremium,game-service
3617,200,2.0,8.0,,1,CVM,data,cbsPremium,media-video-streaming
19685,100,16.0,128.0,5559.539186507936,0,CVM,root,cbsPremium,generic-unknown
17349,50,8.0,16.0,,1,CVM,root,cbsPremium,infra-node
23147,200,4.0,8.0,4604.109623015873,1,CVM,data,cbsPremium,infra-coordination
11890,150,16.0,128.0,301.9429563492063,1,CVM,data,cbsPremium,infra-node
15465,50,80.0,160.0,,1,CVM,root,cbsPremium,infra-node
22842,1000,8.0,32.0,,0,CVM,data,cbsPremium,game-service
18226,50,32.0,128.0,2404.437003968254,0,CVM,data,cbsHSSD,infra-database
4563,500,32.0,64.0,,1,CVM,data,cbsBSSD,generic-autoscaling
5927,100,16.0,64.0,,1,CVM,root,cbsPremium,infra-node
14618,50,16.0,64.0,7665.5610119047615,0,CVM,root,cbsPremium,office-system
12534,50,4.0,16.0,,1,CVM,root,cbsPremium,infra-node
19068,50,48.0,192.0,,1,CVM,root,cbsPremium,generic-unknown
19425,500,16.0,32.0,,0,CVM,data,cbsPremium,infra-message-queue
11466,100,4.0,8.0,6193.011904761905,1,CVM,root,cbsssd,infra-cache
12029,100,4.0,8.0,6688.119543650793,1,CVM,data,cbsPremium,game-service
21609,500,64.0,256.0,30567.50248015873,1,CVM,data,cbsPremium,infra-node
22384,1000,16.0,64.0,,1,CVM,data,cbsssd,infra-logging-monitoring
22304,1000,8.0,16.0,8117.930059523809,1,CVM,data,cbsPremium,infra-database
21123,200,16.0,64.0,4159.308035714285,1,CVM,root,cbsPremium,infra-node
2171,200,4.0,16.0,2257.3978174603176,1,CVM,data,cbsPremium,dev-test-env
24177,100,2.0,4.0,24226.479166666668,1,CVM,root,cbsPremium,generic-unknown
22969,250,16.0,32.0,607707.7738095238,0,CVM,data,cbsssd,infra-message-queue
14847,50,8.0,32.0,191.9250992063492,0,CVM,data,cbsssd,generic-unknown
19638,100,4.0,8.0,,1,CVM,root,cbsPremium,finance-payment
22097,50,16.0,64.0,17536.366567460318,1,CVM,root,cbsPremium,compute-simulation
13461,80,4.0,8.0,7321.16617063492,1,CVM,root,cbsPremium,generic-unknown
17712,50,16.0,64.0,7431.608630952381,0,CVM,root,cbsPremium,infra-database
18053,50,16.0,128.0,8339.722718253968,1,CVM,root,cbsPremium,ai-machine-learning
10094,50,8.0,16.0,12069.260416666666,0,CVM,root,cbsPremium,infra-database
21670,500,32.0,64.0,,1,CVM,data,cbsPremium,infra-node
8114,100,32.0,256.0,,1,CVM,root,cbsPremium,infra-node
14097,120,2.0,8.0,890.0813492063492,0,CVM,data,cbsPremium,infra-message-queue
22810,250,16.0,32.0,1479222.835813492,0,CVM,data,cbsssd,infra-message-queue
6677,100,8.0,16.0,8666.24107142857,1,CVM,data,cbsPremium,infra-node
23752,100,2.0,4.0,22160.440972222223,1,CVM,root,cbsPremium,generic-unknown
127,500,16.0,64.0,7210.351190476191,1,CVM,data,cbsssd,iot-saas-platform
17601,50,48.0,96.0,1152743.373015873,1,CVM,root,cbsPremium,data-collection-delivery
22762,80,8.0,32.0,2317.3501984126983,0,CVM,data,cbsHSSD,infra-database
9928,500,2.0,4.0,,1,CVM,data,cbsssd,finance-payment
5068,50,32.0,256.0,,1,CVM,root,cbsPremium,generic-unknown
16397,100,20.0,80.0,,0,CVM,root,cbsPremium,generic-unknown
23251,100,2.0,4.0,25191.413194444445,1,CVM,root,cbsPremium,generic-unknown
21788,100,32.0,128.0,,1,CVM,root,cbsPremium,generic-autoscaling
18898,100,16.0,64.0,1075.1041666666667,1,CVM,root,cbsPremium,media-video-streaming
3402,150,8.0,16.0,17677.603174603173,0,CVM,data,cbsPremium,office-system
4293,50,4.0,32.0,8268.34126984127,1,CVM,root,cbsPremium,dev-test-env
22001,500,8.0,16.0,,1,CVM,root,cbsPremium,ai-machine-learning
5550,100,16.0,64.0,2021744.7549603167,0,CVM,root,cbsPremium,infra-node
7220,50,8.0,16.0,2808.297123015873,1,CVM,root,cbsPremium,infra-cache
12956,500,8.0,16.0,,1,CVM,root,cbsPremium,ai-machine-learning
7473,60,2.0,4.0,2306.5143849206347,1,CVM,root,cbsPremium,infra-jumpbox
18883,50,32.0,128.0,54356.76934523809,0,CVM,root,cbsPremium,media-video-streaming
4401,90,2.0,8.0,,0,CVM,data,cbsssd,infra-message-queue
221,120,8.0,32.0,,1,CVM,data,cbsPremium,iot-saas-platform
23871,50,16.0,32.0,,1,CVM,root,cbsPremium,data-collection-delivery
10466,300,24.0,48.0,1656.383928571429,1,CVM,data,cbsPremium,infra-message-queue
19693,50,4.0,8.0,,0,CVM,root,cbsBSSD,game-service
5071,300,24.0,48.0,328.08680555555554,1,CVM,data,cbsPremium,infra-message-queue
20589,50,4.0,8.0,14055.847222222224,1,CVM,root,cbsBSSD,travel-hospitality
4156,100,16.0,64.0,2653926.046626984,0,CVM,root,cbsPremium,infra-node
20910,100,20.0,80.0,35500.099702380954,0,CVM,data,cbsPremium,infra-node
503,600,16.0,128.0,46714.893849206346,1,CVM,data,cbsPremium,infra-node
4605,500,48.0,96.0,4526.533730158731,1,CVM,data,cbsPremium,infra-node
24067,20,4.0,8.0,,1,CVM,data,cbsHSSD,infra-database
8761,50,4.0,8.0,,1,CVM,root,cbsPremium,media-video-streaming
12268,50,16.0,128.0,8635.26240079365,1,CVM,root,cbsPremium,ai-machine-learning
15232,50,4.0,8.0,,1,CVM,root,cbsBSSD,infra-logging-monitoring
16659,50,16.0,64.0,,1,CVM,root,cbsPremium,infra-node
10354,50,32.0,128.0,16904.813988095237,1,CVM,root,cbsPremium,infra-node
21401,4500,16.0,64.0,2483.799603174604,1,CVM,data,cbsPremium,compute-simulation
20290,50,4.0,8.0,,1,CVM,root,cbsPremium,iot-saas-platform
11904,50,8.0,32.0,,1,CVM,root,cbsPremium,generic-unknown
16153,50,32.0,128.0,77190.32242063493,1,CVM,root,cbsssd,infra-database
11488,50,16.0,64.0,9099.782242063491,0,CVM,root,cbsPremium,generic-unknown
13573,50,48.0,192.0,363564.3978174603,1,CVM,root,cbsssd,infra-node
1427,20,4.0,8.0,,1,CVM,data,cbsPremium,infra-node
3707,100,2.0,4.0,,1,CVM,data,cbsPremium,ai-machine-learning
19005,50,8.0,32.0,,1,CVM,root,cbsPremium,iot-saas-platform
7048,50,8.0,16.0,40521.90277777778,0,CVM,root,cbsPremium,office-system
11958,50,16.0,32.0,18885.23263888889,1,CVM,root,cbsBSSD,infra-node
20659,200,8.0,64.0,284677.99503968254,1,CVM,data,cbsPremium,infra-node
17846,200,8.0,16.0,,0,CVM,data,cbsPremium,media-video-streaming
17407,500,4.0,8.0,0.8313492063492064,0,CVM,data,cbsPremium,infra-message-queue
1743,50,8.0,16.0,9625.434027777776,1,CVM,data,cbsPremium,infra-logging-monitoring
10168,50,2.0,4.0,11859.599206349209,1,CVM,root,cbsPremium,generic-unknown
7482,20,4.0,16.0,8619.859126984127,0,CVM,data,cbsPremium,infra-database
20950,200,4.0,8.0,8681.604166666666,1,CVM,root,cbsPremium,corp-website-portal
16245,100,8.0,16.0,,0,CVM,data,cbsPremium,office-system
16703,50,32.0,64.0,41739.02628968254,1,CVM,root,cbsBSSD,generic-autoscaling
1512,200,4.0,8.0,6154.8110119047615,1,CVM,data,cbsssd,infra-message-queue
22528,500,2.0,4.0,,1,CVM,data,cbsPremium,infra-database
2645,100,2.0,4.0,,1,CVM,data,cbsPremium,dev-test-env
11472,50,4.0,16.0,9323.166666666666,1,CVM,root,cbsPremium,corp-website-portal
8300,50,16.0,32.0,248957.3606150793,1,CVM,root,cbsPremium,infra-node
4704,50,8.0,16.0,,0,CVM,root,cbsPremium,infra-node
19628,100,8.0,32.0,,1,CVM,root,cbsssd,generic-unknown
23953,100,32.0,128.0,,1,CVM,data,cbsHSSD,infra-node
6586,70,2.0,8.0,1215.721726190476,0,CVM,data,cbsPremium,infra-message-queue
13864,50,4.0,8.0,369.7723214285714,1,CVM,root,cbsBSSD,infra-node
20042,500,8.0,64.0,,1,CVM,data,cbsPremium,dev-test-env
21688,100,4.0,8.0,1814.548611111111,1,CVM,root,cbsPremium,infra-node
10657,50,32.0,128.0,,0,CVM,root,cbsPremium,compute-simulation
12877,90,2.0,8.0,857.5689484126984,0,CVM,data,cbsssd,infra-message-queue
17919,50,4.0,8.0,,1,CVM,root,cbsPremium,infra-coordination
2449,40,4.0,16.0,2430.51636904762,0,CVM,data,cbsHSSD,infra-database
13889,100,4.0,8.0,5133.051091269841,0,CVM,root,cbsBSSD,media-video-streaming
11301,100,32.0,256.0,,1,CVM,root,cbsPremium,generic-autoscaling
20625,50,4.0,16.0,5415.366567460317,0,CVM,root,cbsPremium,generic-autoscaling
10684,50,32.0,128.0,,1,CVM,root,cbsPremium,dev-test-env
13738,100,4.0,8.0,6593.90625,1,CVM,data,cbsPremium,game-service
3780,70,2.0,8.0,694.4771825396825,0,CVM,data,cbsPremium,infra-message-queue
18836,80,4.0,8.0,,1,CVM,root,cbsPremium,generic-unknown
22147,250,4.0,8.0,606.592757936508,0,CVM,data,cbsPremium,infra-message-queue
16982,300,16.0,32.0,,1,CVM,data,cbsPremium,ai-machine-learning
24106,50,8.0,16.0,6562.066468253968,1,CVM,root,cbsssd,infra-message-queue
5474,50,8.0,16.0,125557.02182539682,1,CVM,data,cbsPremium,infra-logging-monitoring
17059,200,8.0,32.0,,1,CVM,data,cbsHSSD,infra-database
13412,50,32.0,64.0,93150.85763888888,0,CVM,root,cbsPremium,media-video-streaming
23569,7100,32.0,128.0,,1,CVM,data,cbsPremium,infra-node
16098,50,16.0,32.0,480222.2842261905,1,CVM,root,cbsPremium,game-service
21279,100,2.0,4.0,,0,CVM,root,cbsPremium,infra-logging-monitoring
15917,100,8.0,16.0,,1,CVM,root,cbsssd,finance-payment
9559,500,8.0,16.0,,1,CVM,data,cbsPremium,game-service
4424,50,4.0,8.0,608.8943452380952,1,CVM,data,cbsPremium,infra-node
2641,1000,16.0,32.0,6957.816964285715,1,CVM,data,cbsPremium,data-collection-delivery
11764,50,2.0,4.0,,1,CVM,data,cbsPremium,finance-payment
6052,50,2.0,16.0,11580.891369047618,1,CVM,data,cbsPremium,infra-node
19954,50,4.0,8.0,6034.809523809524,1,CVM,root,cbsPremium,game-service
10812,50,32.0,128.0,8103.679067460317,1,CVM,root,cbsPremium,game-service
13741,50,4.0,16.0,,1,CVM,root,cbsPremium,dev-test-env
13139,200,8.0,16.0,43456.20982142857,1,CVM,data,cbsPremium,generic-autoscaling
1635,20,32.0,128.0,289.38392857142856,1,CVM,data,cbsHSSD,infra-node
17877,50,4.0,8.0,,1,CVM,root,cbsPremium,game-service
8197,300,24.0,48.0,2514.6681547619046,1,CVM,data,cbsPremium,infra-message-queue
2435,100,4.0,8.0,6060.757936507936,1,CVM,data,cbsPremium,game-service
16166,50,2.0,4.0,,1,CVM,root,cbsPremium,dev-test-env
16507,200,8.0,16.0,16467.483134920636,1,CVM,root,cbsPremium,infra-node
21568,170,4.0,8.0,,0,CVM,data,cbsssd,infra-message-queue
21161,100,8.0,32.0,,1,CVM,root,cbsPremium,office-system
19990,500,32.0,128.0,,1,CVM,data,cbsHSSD,data-collection-delivery
17131,50,2.0,4.0,68591.78571428571,1,CVM,root,cbsPremium,infra-jumpbox
20886,200,4.0,8.0,11666.103174603177,1,CVM,root,cbsPremium,generic-unknown
13544,50,4.0,16.0,,1,CVM,data,cbsPremium,generic-unknown
23744,200,80.0,160.0,,1,CVM,data,cbsBSSD,generic-autoscaling
15292,50,4.0,8.0,4899.966765873016,1,CVM,root,cbsssd,infra-node
4106,340,8.0,16.0,390.6011904761905,0,CVM,data,cbsPremium,infra-message-queue
11685,50,8.0,16.0,10908.795138888889,1,CVM,root,cbsPremium,infra-logging-monitoring
19102,50,4.0,16.0,14840.791666666666,0,CVM,data,cbsPremium,infra-database
15801,100,2.0,4.0,,1,CVM,root,cbsPremium,generic-unknown
3223,500,72.0,320.0,,1,CVM,data,cbsBSSD,generic-autoscaling
8158,500,8.0,32.0,,1,CVM,data,cbsPremium,office-system
22441,50,2.0,2.0,,1,CVM,root,cbsPremium,infra-coordination
2516,10,4.0,8.0,306.0957341269841,0,CVM,data,cbsPremium,infra-node
1045,50,2.0,2.0,489.359126984127,1,CVM,data,cbsPremium,infra-cache
10643,50,48.0,96.0,35715.41517857143,1,CVM,root,cbsPremium,infra-node
23721,100,8.0,32.0,40240.12351190476,0,CVM,data,cbsHSSD,infra-database
22988,100,4.0,8.0,303.26438492063494,1,CVM,root,cbsPremium,generic-unknown
11176,50,4.0,8.0,,1,CVM,root,cbsPremium,infra-cloud-function
18829,150,8.0,32.0,65212.34424603175,1,CVM,root,cbsPremium,game-service
7019,50,8.0,64.0,396.9657738095238,1,CVM,root,cbsPremium,infra-node
6224,100,4.0,16.0,9567.906746031746,1,CVM,data,cbsPremium,office-system
11412,60,16.0,64.0,5389.358134920635,1,CVM,root,cbsPremium,infra-node
14999,100,4.0,8.0,448.0054563492063,1,CVM,data,cbsPremium,game-service
12548,100,8.0,16.0,20117.04613095238,1,CVM,data,cbsPremium,infra-node
15538,50,8.0,32.0,5256.219742063492,1,CVM,data,cbsPremium,generic-unknown
12114,500,4.0,8.0,,0,CVM,data,cbsPremium,data-collection-delivery
8151,50,32.0,64.0,,0,CVM,root,cbsPremium,media-video-streaming
1114,50,2.0,4.0,468.92609126984127,1,CVM,data,cbsPremium,infra-cache
18210,200,8.0,16.0,,1,CVM,root,cbsPremium,game-service
8247,60,2.0,4.0,849.2247023809524,1,CVM,root,cbsPremium,infra-jumpbox
11134,100,64.0,128.0,,1,CVM,root,cbsBSSD,infra-node
12102,50,4.0,16.0,5760.392857142857,1,CVM,root,cbsPremium,compute-simulation
7870,50,2.0,4.0,,1,CVM,root,cbsPremium,infra-coordination
6421,300,24.0,48.0,2583.533234126984,1,CVM,data,cbsPremium,infra-message-queue
16262,50,32.0,128.0,,0,CVM,root,cbsPremium,media-video-streaming
8710,50,2.0,8.0,13169.923611111111,1,CVM,root,cbsssd,infra-node
8658,100,8.0,32.0,,1,CVM,root,cbsPremium,infra-node
21399,80,4.0,8.0,7425.584821428572,1,CVM,root,cbsPremium,media-video-streaming
210,500,16.0,64.0,29.949900793650794,1,CVM,data,cbsssd,infra-node
16704,50,16.0,32.0,11938.05505952381,1,CVM,root,cbsPremium,generic-autoscaling
23761,60,16.0,64.0,7478.390376984127,1,CVM,root,cbsPremium,infra-node
2342,300,32.0,64.0,,1,CVM,data,cbsPremium,infra-node
9071,200,16.0,128.0,,1,CVM,root,cbsBSSD,infra-node
10673,50,48.0,96.0,,1,CVM,root,cbsssd,compute-simulation
19730,600,8.0,32.0,13495.052083333334,0,CVM,data,cbsPremium,game-service
1729,100,8.0,16.0,,1,CVM,root,cbsssd,office-system
12308,70,2.0,8.0,2374.43998015873,0,CVM,data,cbsPremium,infra-message-queue
20807,300,4.0,16.0,,1,CVM,root,cbsPremium,education-learning
14964,50,4.0,8.0,3141.117063492064,1,CVM,root,cbsssd,infra-message-queue
7585,50,2.0,4.0,,1,CVM,root,cbsPremium,infra-node
14475,100,48.0,96.0,3622.125992063492,1,CVM,root,cbsPremium,infra-node
9688,50,4.0,16.0,,1,CVM,root,cbsPremium,dev-test-env
6892,50,32.0,128.0,,1,CVM,root,cbsPremium,infra-node
12591,100,4.0,8.0,6594.609126984127,1,CVM,data,cbsPremium,game-service
9282,50,8.0,32.0,,1,CVM,root,cbsPremium,dev-test-env
15693,100,80.0,320.0,,1,CVM,root,cbsPremium,infra-node
1603,50,4.0,8.0,53099.81498015873,1,CVM,root,cbsPremium,infra-coordination
